location,pm25,pm10,co2,timestamp
Mahalaxmi,267.58,284.89,769.05,2024-11-25 10:11:47
Kurla,243.01,146.8,3290.13,2024-11-25 10:11:52
Saki Naka,329.99,89.51,2421.88,2024-11-25 10:11:57
Sion,263.36,7.1,727.45,2024-11-25 10:12:02
Colaba,249.96,279.24,4209.59,2024-11-25 10:12:07
Ghatkopar,197.52,316.92,1096.51,2024-11-25 10:12:12
Kandivali West,401.34,107.25,1743.46,2024-11-25 10:12:17
Colaba,131.14,456.03,4726.7,2024-11-25 10:12:22
Chembur,493.2,287.21,4461.4,2024-11-25 10:12:27
Kandivali,124.45,438.36,4505.11,2024-11-25 10:12:32
Thane,487.97,190.26,1670.94,2024-11-25 10:12:37
Saki Naka,119.03,43.42,3512.56,2024-11-25 10:12:42
Nariman Point,276.57,365.92,3151.75,2024-11-25 10:12:47
Khar,475.56,87.52,356.05,2024-11-25 10:12:52
Sion,226.72,353.0,1932.69,2024-11-25 10:12:57
Dadar,97.82,471.3,1720.32,2024-11-25 10:13:02
Sion,87.67,288.08,3638.16,2024-11-25 10:13:07
Nariman Point,10.35,413.25,4611.3,2024-11-25 10:13:12
Vashi,436.67,237.9,4467.65,2024-11-25 10:13:17
Kandivali East,439.53,400.18,1791.66,2024-11-25 10:13:22
Versova,234.81,459.94,4337.49,2024-11-25 10:13:27
Dadar,492.17,10.24,3911.15,2024-11-25 10:13:32
Saki Naka,330.24,483.84,308.22,2024-11-25 10:13:38
Malad,218.4,270.56,1108.26,2024-11-25 10:13:43
Kandivali West,211.14,7.94,3854.73,2024-11-25 10:13:48
Nariman Point,324.31,184.29,2924.91,2024-11-25 10:13:53
Saki Naka,106.0,284.53,642.79,2024-11-25 10:13:58
Mahalaxmi,131.41,45.54,4154.31,2024-11-25 10:14:03
Chembur,320.77,123.57,4013.17,2024-11-25 10:14:08
Santacruz,61.67,183.36,3277.22,2024-11-25 10:14:13
Santacruz,437.18,293.84,2976.34,2024-11-25 10:14:18
Andheri,279.99,443.61,2510.5,2024-11-25 10:14:23
Santacruz,310.3,269.77,2274.18,2024-11-25 10:14:28
Colaba,496.69,223.03,1909.36,2024-11-25 10:14:33
Prabhadevi,331.78,483.59,2923.22,2024-11-25 10:14:38
Matunga,125.4,347.36,2247.14,2024-11-25 10:14:43
Kandivali,476.69,31.32,4852.56,2024-11-25 10:14:48
Bandra,469.35,437.8,3687.14,2024-11-25 10:14:53
Prabhadevi,455.62,69.17,755.76,2024-11-25 10:14:58
Matunga,460.69,424.85,4681.4,2024-11-25 10:15:03
Ghatkopar,202.68,376.21,325.96,2024-11-25 10:15:08
Bandra,411.55,492.1,4530.25,2024-11-25 10:15:13
Sion,371.77,175.04,3486.97,2024-11-25 10:15:18
Matunga,265.88,28.51,449.99,2024-11-25 10:15:23
Mahalaxmi,13.32,269.86,4200.45,2024-11-25 10:15:28
Ghatkopar,147.23,193.34,2465.14,2024-11-25 10:15:33
Prabhadevi,365.68,449.37,3966.12,2024-11-25 10:15:38
Marine Drive,186.18,282.77,3166.12,2024-11-25 10:15:43
Kandivali,382.95,10.03,4811.69,2024-11-25 10:15:48
Khar,59.53,466.42,4353.85,2024-11-25 10:15:53
Mulund,62.21,338.77,508.53,2024-11-25 10:15:58
Nariman Point,372.17,185.45,1792.29,2024-11-25 10:16:03
Lower Parel,12.45,124.12,1594.18,2024-11-25 10:16:08
Borivali,331.24,419.45,568.07,2024-11-25 10:16:13
Kandivali,321.3,180.42,4986.97,2024-11-25 10:16:18
Dahisar,255.15,28.19,3368.53,2024-11-25 10:16:23
Matunga,465.8,467.97,4156.24,2024-11-25 10:16:28
Kurla,157.23,105.84,3471.6,2024-11-25 10:16:33
Versova,75.97,156.51,2527.68,2024-11-25 10:16:38
Santacruz,421.51,170.84,1825.7,2024-11-25 10:16:43
Colaba,438.92,119.66,4819.51,2024-11-25 10:16:48
Malad,257.91,40.32,1941.88,2024-11-25 10:16:53
Bandra,171.38,353.17,1199.35,2024-11-25 10:16:58
Dadar,64.44,176.55,4240.08,2024-11-25 10:17:04
Andheri,336.52,448.09,1973.66,2024-11-25 10:17:09
Parel,16.86,222.26,4593.77,2024-11-25 10:17:14
Chembur,206.1,227.81,3823.1,2024-11-25 10:17:19
Vile Parle,84.49,55.17,4218.48,2024-11-25 10:17:24
Mahalaxmi,364.62,76.34,2598.31,2024-11-25 10:17:29
Matunga,216.14,311.89,2178.86,2024-11-25 10:17:34
Vile Parle,237.39,243.05,768.13,2024-11-25 10:17:39
Saki Naka,266.78,484.79,1867.89,2024-11-25 10:17:44
Kurla,455.44,141.96,3584.6,2024-11-25 10:17:49
Ghatkopar,30.55,88.1,1572.62,2024-11-25 10:17:54
Thane,492.83,204.35,4173.41,2024-11-25 10:18:00
Marine Drive,420.61,149.58,1218.05,2024-11-25 10:18:05
Malad,102.35,222.84,4255.03,2024-11-25 10:18:10
Kandivali West,225.22,281.14,4567.02,2024-11-25 10:18:15
Thane,260.26,282.49,4347.72,2024-11-25 10:18:20
Malad,494.57,245.26,1961.2,2024-11-25 10:18:25
Chembur,233.92,195.53,4371.88,2024-11-25 10:18:30
Worli,401.89,181.14,3520.11,2024-11-25 10:18:35
Kurla,217.4,383.98,323.81,2024-11-25 10:18:40
Vile Parle,17.44,486.72,1015.15,2024-11-25 10:18:45
Andheri,118.9,204.33,3773.32,2024-11-25 10:18:50
Andheri,89.69,435.88,1675.5,2024-11-25 10:18:55
Thane,281.88,96.06,2272.19,2024-11-25 10:19:00
Saki Naka,350.51,492.52,2801.51,2024-11-25 10:19:05
Chembur,404.55,288.72,4087.05,2024-11-25 10:19:10
Marine Drive,108.31,198.74,4040.73,2024-11-25 10:19:15
Nariman Point,321.83,59.02,2008.92,2024-11-25 10:19:20
Dahisar,454.68,82.82,3873.8,2024-11-25 10:19:25
Kandivali,134.54,103.11,458.85,2024-11-25 10:19:30
Borivali,213.74,428.95,1718.55,2024-11-25 10:19:35
Prabhadevi,159.07,25.68,4835.93,2024-11-25 10:19:40
Bandra,188.71,142.89,4952.84,2024-11-25 10:19:45
Santacruz,371.72,183.87,473.99,2024-11-25 10:19:50
Versova,0.05,146.03,3975.13,2024-11-25 10:19:55
Bandra,133.51,280.35,4541.27,2024-11-25 10:20:00
Saki Naka,389.16,385.19,2392.29,2024-11-25 10:20:05
Colaba,109.17,85.44,3528.95,2024-11-25 10:20:10
Matunga,233.42,57.9,1930.03,2024-11-25 10:20:15
Jogeshwari,161.9,8.9,1006.18,2024-11-25 10:20:20
Kandivali East,152.61,166.22,3558.93,2024-11-25 10:20:25
Prabhadevi,250.67,157.69,733.75,2024-11-25 10:20:30
Dadar,420.94,279.85,1011.13,2024-11-25 10:20:35
Thane,20.44,32.04,4440.18,2024-11-25 10:20:40
Bandra,297.66,96.77,1878.08,2024-11-25 10:20:45
Versova,124.96,454.46,2211.6,2024-11-25 10:20:50
Kurla,382.39,193.96,3662.8,2024-11-25 10:20:55
Matunga,334.6,93.8,4965.21,2024-11-25 10:21:00
Dadar,81.98,14.91,1504.34,2024-11-25 10:21:05
Saki Naka,196.82,466.29,2675.77,2024-11-25 10:21:10
Prabhadevi,410.71,134.3,1154.22,2024-11-25 10:21:15
Prabhadevi,445.04,295.73,848.23,2024-11-25 10:21:20
Nariman Point,360.1,308.2,2813.58,2024-11-25 10:21:25
Jogeshwari,247.28,215.18,3990.38,2024-11-25 10:21:30
Vile Parle,327.29,186.19,2941.45,2024-11-25 10:21:35
Dahisar,213.56,241.43,1768.84,2024-11-25 10:21:40
Santacruz,413.49,335.38,2028.67,2024-11-25 10:21:45
Thane,308.7,466.93,1511.24,2024-11-25 10:21:50
Lower Parel,281.72,298.56,840.79,2024-11-25 10:21:55
Marine Drive,445.84,31.23,2342.54,2024-11-25 10:22:00
Mahalaxmi,243.94,252.47,3289.23,2024-11-25 10:22:05
Saki Naka,350.35,476.74,3751.97,2024-11-25 10:22:10
Thane,267.46,376.47,2802.8,2024-11-25 10:22:15
Mulund,1.46,377.24,1886.39,2024-11-25 10:22:20
Jogeshwari,458.6,352.8,2924.85,2024-11-25 10:22:25
Borivali,139.05,390.44,1781.43,2024-11-25 10:22:30
Kandivali East,223.08,333.78,1229.43,2024-11-25 10:22:35
Vashi,26.44,284.29,3631.45,2024-11-25 10:22:40
Mahalaxmi,284.64,159.22,3404.32,2024-11-25 10:22:45
Kandivali West,125.67,8.7,927.54,2024-11-25 10:22:50
Andheri,196.99,256.89,3566.62,2024-11-25 10:22:55
Bhayandar,373.26,52.42,4212.91,2024-11-25 10:23:00
Andheri,45.47,335.36,1193.77,2024-11-25 10:23:05
Prabhadevi,89.05,359.51,2759.28,2024-11-25 10:23:10
Matunga,253.17,331.02,1023.56,2024-11-25 10:23:15
Worli,348.52,244.54,4919.67,2024-11-25 10:23:20
Malad,92.66,328.36,4709.68,2024-11-25 10:23:25
Vile Parle,399.43,267.36,442.04,2024-11-25 10:23:30
Mulund,423.89,481.38,1136.0,2024-11-25 10:23:35
Thane,31.32,61.81,2613.43,2024-11-25 10:23:40
Vile Parle,185.87,289.36,3229.93,2024-11-25 10:23:45
Mahalaxmi,119.87,170.83,3098.25,2024-11-25 10:23:50
Colaba,202.13,431.23,3331.71,2024-11-25 10:23:55
Saki Naka,360.23,112.3,4779.84,2024-11-25 10:24:00
Borivali,406.32,225.08,2563.76,2024-11-25 10:24:05
Kandivali East,350.86,200.96,3125.03,2024-11-25 10:24:10
Vile Parle,99.2,382.83,4384.71,2024-11-25 10:24:15
Santacruz,220.44,283.27,3114.97,2024-11-25 10:24:20
Vile Parle,133.65,181.55,1761.08,2024-11-25 10:24:25
Chembur,58.51,227.48,4183.18,2024-11-25 10:24:30
Jogeshwari,44.96,393.63,4343.22,2024-11-25 10:24:35
Dadar,256.32,258.63,2932.35,2024-11-25 10:24:40
Malad,146.48,99.22,4912.33,2024-11-25 10:24:46
Jogeshwari,444.84,305.92,1296.63,2024-11-25 10:24:51
Matunga,83.29,298.7,1823.9,2024-11-25 10:24:56
Lower Parel,344.39,395.89,1922.35,2024-11-25 10:25:01
Ghatkopar,377.18,155.45,553.2,2024-11-25 10:25:06
Marine Drive,12.84,28.09,1567.6,2024-11-25 10:25:11
Santacruz,490.24,327.79,1469.06,2024-11-25 10:25:16
Mahalaxmi,229.17,445.24,2765.16,2024-11-25 10:25:21
Malad,328.1,162.63,379.07,2024-11-25 10:25:26
Worli,129.04,239.98,1680.27,2024-11-25 10:25:31
Sion,268.99,74.0,1496.32,2024-11-25 10:25:36
Saki Naka,11.76,274.12,4622.13,2024-11-25 10:25:41
Bandra,402.14,152.07,4159.25,2024-11-25 10:25:46
Andheri,258.97,356.93,3913.12,2024-11-25 10:25:51
Thane,144.5,174.12,3685.77,2024-11-25 10:25:56
Bhayandar,410.41,449.06,4091.49,2024-11-25 10:26:01
Dadar,311.05,77.99,2396.73,2024-11-25 10:26:06
Nariman Point,50.46,373.02,961.06,2024-11-25 10:26:11
Kandivali West,439.52,29.63,3589.01,2024-11-25 10:26:16
Versova,291.87,52.9,4891.46,2024-11-25 10:26:21
Versova,176.65,459.82,2111.88,2024-11-25 10:26:26
Mulund,187.71,53.05,2788.78,2024-11-25 10:26:31
Malad,213.79,110.98,949.11,2024-11-25 10:26:37
Versova,21.93,61.62,930.18,2024-11-25 10:26:44
Parel,340.89,462.3,3913.97,2024-11-25 10:26:49
Worli,54.43,372.55,531.19,2024-11-25 10:26:55
Santacruz,359.79,266.34,1542.15,2024-11-25 10:27:00
Mahalaxmi,344.28,365.94,4045.58,2024-11-25 10:27:05
Thane,132.15,390.39,1108.32,2024-11-25 10:27:10
Vile Parle,475.63,239.57,3276.88,2024-11-25 10:27:15
Vashi,341.15,448.72,2478.47,2024-11-25 10:27:20
Matunga,161.44,340.07,427.18,2024-11-25 10:27:25
Matunga,119.29,451.52,2930.91,2024-11-25 10:27:30
Nariman Point,454.72,62.79,3846.17,2024-11-25 10:27:35
Matunga,112.39,398.06,2553.15,2024-11-25 10:27:40
Bandra,433.94,155.68,2971.97,2024-11-25 10:27:45
Matunga,169.21,46.02,2850.36,2024-11-25 10:27:50
Ghatkopar,147.51,314.49,1714.75,2024-11-25 10:27:55
Thane,337.36,475.53,303.29,2024-11-25 10:28:00
Borivali,60.4,314.61,1023.67,2024-11-25 10:28:05
Kandivali East,382.47,105.13,1180.5,2024-11-25 10:28:10
Lower Parel,397.6,487.18,4820.33,2024-11-25 10:28:15
Kandivali West,96.7,396.32,969.73,2024-11-25 10:28:20
Marine Drive,95.93,91.59,3832.07,2024-11-25 10:28:25
Versova,228.61,111.06,2212.93,2024-11-25 10:28:30
Parel,256.96,338.33,2219.47,2024-11-25 10:28:35
Marine Drive,210.24,61.15,3091.76,2024-11-25 10:28:40
Marine Drive,205.89,190.37,4452.0,2024-11-25 10:28:45
Santacruz,316.25,249.47,1929.23,2024-11-25 10:28:50
Worli,202.66,353.16,332.52,2024-11-25 10:28:56
Worli,499.94,471.24,1956.21,2024-11-25 10:29:01
Lower Parel,246.21,127.76,4044.31,2024-11-25 10:29:06
Kandivali West,435.77,221.32,2278.66,2024-11-25 10:29:11
Thane,29.03,278.72,805.61,2024-11-25 10:29:16
Bhayandar,221.14,438.81,1753.92,2024-11-25 10:29:21
Bhayandar,477.3,49.25,3689.39,2024-11-25 10:29:26
Borivali,346.87,236.23,1143.1,2024-11-25 10:29:31
Kurla,257.98,242.35,2664.35,2024-11-25 10:29:36
Marine Drive,464.78,337.83,626.15,2024-11-25 10:29:41
Jogeshwari,105.5,220.45,1570.44,2024-11-25 10:29:46
Chembur,346.79,37.12,3405.5,2024-11-25 10:29:51
Marine Drive,157.02,292.76,460.43,2024-11-25 10:29:56
Versova,460.11,434.16,2245.9,2024-11-25 10:30:01
Santacruz,458.51,26.81,319.53,2024-11-25 10:30:06
Vashi,53.64,54.39,2015.25,2024-11-25 10:30:12
Borivali,496.97,470.73,2882.26,2024-11-25 10:30:17
Parel,393.49,52.96,1158.68,2024-11-25 10:30:22
Dadar,377.16,302.56,3912.58,2024-11-25 10:30:27
Versova,49.01,409.98,1795.43,2024-11-25 10:30:32
Vashi,422.26,372.87,366.96,2024-11-25 10:30:37
Andheri,386.3,126.9,1353.44,2024-11-25 10:30:42
Jogeshwari,108.64,248.86,4454.62,2024-11-25 10:30:47
Andheri,174.98,106.0,445.05,2024-11-25 10:30:52
Marine Drive,308.19,325.44,1205.37,2024-11-25 10:30:57
Kandivali East,305.14,198.9,1178.23,2024-11-25 10:31:02
Saki Naka,462.3,413.41,1868.48,2024-11-25 10:31:07
Malad,141.16,354.91,2502.12,2024-11-25 10:31:12
Matunga,148.84,374.98,3907.99,2024-11-25 10:31:17
Kandivali,216.55,42.51,3607.06,2024-11-25 10:31:22
Vashi,109.27,312.44,4209.39,2024-11-25 10:31:27
Nariman Point,464.57,59.01,2649.32,2024-11-25 10:31:32
Sion,190.82,424.22,3735.37,2024-11-25 10:31:37
Kurla,259.24,326.11,3984.63,2024-11-25 10:31:42
Mahalaxmi,295.55,160.37,1430.15,2024-11-25 10:31:47
Matunga,402.49,36.14,3067.88,2024-11-25 10:31:52
Dahisar,465.01,478.35,735.94,2024-11-25 10:31:57
Bhayandar,181.54,245.88,4845.0,2024-11-25 10:32:02
Lower Parel,326.72,96.6,3932.18,2024-11-25 10:32:07
Malad,283.93,155.05,1778.46,2024-11-25 10:32:12
Nariman Point,367.9,307.49,4294.18,2024-11-25 10:32:17
Bandra,336.45,98.17,582.96,2024-11-25 10:32:22
Colaba,424.13,223.56,4928.17,2024-11-25 10:32:28
Thane,321.89,293.33,2418.67,2024-11-25 10:32:33
Mulund,15.9,394.71,4349.17,2024-11-25 10:32:38
Kandivali,347.61,397.4,2534.06,2024-11-25 10:32:43
Kandivali West,256.04,47.95,4419.37,2024-11-25 10:32:49
Kurla,98.73,200.05,1562.58,2024-11-25 10:32:54
Bandra,359.61,200.06,2488.03,2024-11-25 10:32:59
Vashi,260.55,477.28,1021.6,2024-11-25 10:33:04
Dahisar,349.12,75.1,4810.35,2024-11-25 10:33:10
Vile Parle,178.43,128.39,3259.4,2024-11-25 10:33:15
Saki Naka,445.07,482.23,4812.23,2024-11-25 10:33:20
Borivali,72.8,221.3,3566.64,2024-11-25 10:33:25
Dahisar,458.92,224.98,1075.57,2024-11-25 10:33:30
Parel,220.78,164.58,2334.36,2024-11-25 10:33:35
Vile Parle,45.96,315.61,1998.81,2024-11-25 10:33:40
Kandivali West,308.78,238.36,4348.05,2024-11-25 10:33:45
Dahisar,8.94,476.74,2770.09,2024-11-25 10:33:50
Thane,421.11,258.29,2627.35,2024-11-25 10:33:55
Mahalaxmi,330.33,481.82,4857.86,2024-11-25 10:34:00
Malad,414.01,24.94,477.99,2024-11-25 10:34:06
Bandra,351.12,216.96,419.35,2024-11-25 10:34:11
Kandivali,454.01,389.6,1968.36,2024-11-25 10:34:16
Lower Parel,234.42,426.4,1159.03,2024-11-25 10:34:21
Santacruz,207.36,391.56,1412.22,2024-11-25 10:34:26
Dahisar,389.35,380.57,4729.56,2024-11-25 10:34:31
Sion,195.47,429.99,1141.03,2024-11-25 10:34:36
Prabhadevi,15.92,180.49,4701.77,2024-11-25 10:34:41
Khar,91.73,301.88,528.71,2024-11-25 10:34:46
Matunga,34.33,266.64,1030.04,2024-11-25 10:34:51
Kandivali,185.54,286.77,4919.01,2024-11-25 10:34:56
Matunga,80.1,3.33,898.71,2024-11-25 10:35:01
Malad,13.81,289.06,2238.01,2024-11-25 10:35:06
Thane,43.97,163.12,2244.31,2024-11-25 10:35:11
Parel,477.96,74.84,2313.08,2024-11-25 10:35:16
Andheri,65.45,351.61,3075.65,2024-11-25 10:35:21
Kandivali East,336.98,24.89,3554.3,2024-11-25 10:35:26
Ghatkopar,103.09,240.86,3953.48,2024-11-25 10:35:31
Vile Parle,140.54,108.42,3481.01,2024-11-25 10:35:36
Parel,482.65,273.18,3321.88,2024-11-25 10:35:42
Kandivali,143.8,245.33,1588.35,2024-11-25 10:35:47
Bhayandar,131.33,207.46,3746.47,2024-11-25 10:35:52
Versova,445.59,266.96,4708.03,2024-11-25 10:35:57
Parel,32.37,466.97,2137.01,2024-11-25 10:36:02
Chembur,157.79,85.71,3254.95,2024-11-25 10:36:07
Dahisar,151.52,36.13,1808.63,2024-11-25 10:36:12
Mulund,232.26,363.0,720.38,2024-11-25 10:36:17
Santacruz,89.1,57.17,3686.35,2024-11-25 10:36:22
Kandivali West,493.83,76.47,1090.82,2024-11-25 10:36:27
Parel,152.98,290.06,1785.62,2024-11-25 10:36:32
Jogeshwari,419.21,496.31,625.94,2024-11-25 10:36:37
Vashi,264.52,251.84,4235.38,2024-11-25 10:36:42
Versova,204.69,359.42,1562.17,2024-11-25 10:36:47
Kandivali West,225.22,27.33,937.85,2024-11-25 10:36:52
Kandivali,243.59,116.47,4819.14,2024-11-25 10:36:57
Kandivali West,417.97,155.61,1083.27,2024-11-25 10:37:02
Jogeshwari,73.81,443.29,2986.48,2024-11-25 10:37:07
Bandra,294.52,70.2,4407.79,2024-11-25 10:37:12
Nariman Point,396.25,228.53,420.29,2024-11-25 10:37:17
Parel,493.6,7.97,728.66,2024-11-25 10:37:22
Nariman Point,134.27,306.19,1982.08,2024-11-25 10:37:27
Vashi,60.34,159.08,4030.92,2024-11-25 10:37:32
Bhayandar,464.99,289.19,2835.6,2024-11-25 10:37:37
Lower Parel,1.56,1.98,2069.96,2024-11-25 10:37:42
Versova,411.92,369.14,2016.32,2024-11-25 10:37:47
Ghatkopar,255.68,255.89,2505.53,2024-11-25 10:37:52
Kurla,487.81,242.21,2061.22,2024-11-25 10:37:57
Saki Naka,24.65,466.17,3473.84,2024-11-25 10:38:02
Vashi,452.05,14.91,1382.5,2024-11-25 10:38:07
Ghatkopar,274.66,289.62,2366.72,2024-11-25 10:38:12
Jogeshwari,406.05,4.16,4455.73,2024-11-25 10:38:18
Marine Drive,310.49,443.82,4814.81,2024-11-25 10:38:23
Nariman Point,97.85,354.35,2129.45,2024-11-25 10:38:28
Vile Parle,454.97,337.91,2857.98,2024-11-25 10:38:33
Mahalaxmi,187.46,85.61,4178.03,2024-11-25 10:38:38
Andheri,286.69,379.89,2973.15,2024-11-25 10:38:43
Sion,283.71,267.8,3473.99,2024-11-25 10:38:48
Bandra,441.14,394.49,4789.94,2024-11-25 10:38:53
Ghatkopar,274.65,6.3,4716.88,2024-11-25 10:38:58
Vashi,342.23,243.0,2460.02,2024-11-25 10:39:03
Thane,436.59,347.74,4217.42,2024-11-25 10:39:08
Worli,288.81,269.24,1581.84,2024-11-25 10:39:13
Bhayandar,399.27,217.83,3906.5,2024-11-25 10:39:18
Bhayandar,368.65,249.37,2940.77,2024-11-25 10:39:23
Worli,167.78,469.1,2032.37,2024-11-25 10:39:28
Saki Naka,13.12,348.63,3969.11,2024-11-25 10:39:33
Ghatkopar,380.28,187.23,2026.25,2024-11-25 10:39:38
Ghatkopar,141.63,14.92,383.35,2024-11-25 10:39:44
Kandivali East,132.91,231.74,2730.46,2024-11-25 10:39:49
Bhayandar,329.64,187.36,4395.1,2024-11-25 10:39:54
Kandivali,418.28,282.33,3116.3,2024-11-25 10:40:00
Matunga,368.68,384.31,1598.8,2024-11-25 10:40:05
Matunga,356.69,308.66,4023.28,2024-11-25 10:40:10
Parel,128.9,132.66,2328.08,2024-11-25 10:40:15
Bandra,46.65,421.24,2184.17,2024-11-25 10:40:20
Parel,28.96,456.09,1768.96,2024-11-25 10:40:25
Andheri,394.8,413.9,3433.4,2024-11-25 10:40:31
Chembur,380.33,147.4,2488.19,2024-11-25 10:40:36
Bhayandar,197.03,146.8,328.63,2024-11-25 10:40:41
Mahalaxmi,480.47,69.51,1439.82,2024-11-25 10:40:46
Jogeshwari,64.05,349.57,3109.62,2024-11-25 10:40:51
Santacruz,7.76,209.3,1286.05,2024-11-25 10:40:56
Worli,123.2,348.85,4613.89,2024-11-25 10:41:01
Sion,131.04,211.13,3780.28,2024-11-25 10:41:06
Thane,70.88,125.43,4360.37,2024-11-25 10:41:11
Saki Naka,420.59,310.65,4317.68,2024-11-25 10:41:16
Prabhadevi,105.99,208.5,3529.35,2024-11-25 10:41:21
Jogeshwari,60.01,272.38,1200.11,2024-11-25 10:41:26
Kurla,154.91,413.63,2393.17,2024-11-25 10:41:31
Lower Parel,249.35,63.41,1620.78,2024-11-25 10:41:36
Colaba,309.06,215.99,625.59,2024-11-25 10:41:41
Lower Parel,263.9,498.04,4873.02,2024-11-25 10:41:46
Malad,252.72,103.75,3023.91,2024-11-25 10:41:51
Bandra,18.24,154.0,2964.25,2024-11-25 10:41:56
Ghatkopar,40.06,260.17,4458.49,2024-11-25 10:42:02
Mulund,428.06,184.47,3565.45,2024-11-25 10:42:07
Andheri,155.93,388.92,3171.6,2024-11-25 10:42:12
Chembur,22.14,420.22,3789.2,2024-11-25 10:42:17
Kandivali East,216.49,345.8,1830.68,2024-11-25 10:42:22
Kandivali,6.49,352.03,2730.45,2024-11-25 10:42:27
Dahisar,446.11,398.35,4368.74,2024-11-25 10:42:32
Versova,415.41,126.66,3263.35,2024-11-25 10:42:37
Sion,17.37,496.7,1340.19,2024-11-25 10:42:42
Kurla,66.5,407.99,3586.72,2024-11-25 10:42:47
Worli,251.09,413.39,3521.15,2024-11-25 10:42:52
Matunga,89.34,437.62,1216.6,2024-11-25 10:42:57
Kandivali East,190.7,136.6,4795.98,2024-11-25 10:43:02
Malad,231.72,154.57,921.1,2024-11-25 10:43:07
Bandra,352.93,167.02,4858.0,2024-11-25 10:43:12
Vashi,88.32,217.35,4166.8,2024-11-25 10:43:17
Kandivali East,225.89,249.66,4746.96,2024-11-25 10:43:22
Dadar,26.73,455.0,1839.8,2024-11-25 10:43:27
Kurla,188.65,124.89,2670.71,2024-11-25 10:43:32
Andheri,370.62,384.79,3225.63,2024-11-25 10:43:37
Saki Naka,173.72,138.34,1286.07,2024-11-25 10:43:42
Borivali,36.7,57.51,2086.25,2024-11-25 10:43:47
Bandra,40.63,128.42,3472.53,2024-11-25 10:43:52
Jogeshwari,273.87,2.3,1661.25,2024-11-25 10:43:57
Kurla,40.63,426.57,1480.66,2024-11-25 10:44:02
Colaba,344.63,386.3,4998.71,2024-11-25 10:44:07
Bandra,258.11,446.08,327.68,2024-11-25 10:44:12
Colaba,19.68,273.4,2359.47,2024-11-25 10:44:17
Colaba,119.86,222.23,2675.24,2024-11-25 10:44:22
Mahalaxmi,124.69,274.66,3155.92,2024-11-25 10:44:27
Marine Drive,472.48,465.38,2787.99,2024-11-25 10:44:32
Dahisar,48.86,31.88,3658.74,2024-11-25 10:44:38
Kandivali,290.57,310.18,4292.22,2024-11-25 10:44:43
Chembur,481.13,346.23,1188.33,2024-11-25 10:44:48
Sion,6.32,393.97,444.31,2024-11-25 10:44:53
Ghatkopar,127.83,178.53,2957.19,2024-11-25 10:44:58
Colaba,465.69,47.83,1662.91,2024-11-25 10:45:03
Sion,260.56,154.65,3554.28,2024-11-25 10:45:08
Kandivali East,118.36,351.77,2541.25,2024-11-25 10:45:13
Vile Parle,76.91,128.52,3853.1,2024-11-25 10:45:18
Matunga,160.41,305.38,4179.39,2024-11-25 10:45:23
Dahisar,6.27,115.13,4050.17,2024-11-25 10:45:28
Bandra,421.4,369.17,2100.21,2024-11-25 17:12:36
Sion,72.42,465.56,4554.39,2024-11-25 17:12:41
Khar,337.7,379.64,4954.37,2024-11-25 17:12:46
Mulund,374.81,169.85,3135.65,2024-11-25 17:12:51
Marine Drive,10.46,368.26,3428.52,2024-11-25 17:12:56
Kandivali,108.27,31.71,525.31,2024-11-25 17:13:01
Vile Parle,24.63,50.99,4683.88,2024-11-25 17:13:06
Kandivali West,397.36,92.12,1940.88,2024-11-25 17:13:11
Jogeshwari,322.3,329.09,3576.42,2024-11-25 17:13:16
Kurla,190.45,155.57,2494.07,2024-11-25 17:13:21
Chembur,490.09,234.37,4461.48,2024-11-25 17:13:26
Mahalaxmi,147.4,462.39,1777.51,2024-11-25 17:13:31
Ghatkopar,315.14,389.88,1929.53,2024-11-25 17:13:36
Parel,421.48,242.41,3067.34,2024-11-25 17:13:41
Lower Parel,263.03,225.94,3360.08,2024-11-25 17:13:46
Kurla,293.01,42.06,679.8,2024-11-25 17:13:51
Borivali,97.85,487.04,1041.14,2024-11-25 17:13:56
Jogeshwari,290.54,367.61,1052.98,2024-11-25 17:14:01
Kandivali,101.08,243.78,3959.63,2024-11-25 17:14:06
Sion,4.49,126.02,1872.6,2024-11-25 17:14:11
Mahalaxmi,280.12,419.23,2812.58,2024-11-25 17:14:16
Lower Parel,202.34,154.39,1067.35,2024-11-25 17:14:21
Malad,341.57,393.12,3030.18,2024-11-25 17:14:26
Dadar,479.71,340.09,516.01,2024-11-25 17:14:34
Dadar,205.16,282.81,1793.33,2024-11-25 17:14:39
Kandivali West,280.6,498.06,4015.55,2024-11-25 17:14:44
Andheri,451.56,426.94,1984.76,2024-11-25 17:14:49
Bhayandar,445.0,354.26,3296.09,2024-11-25 17:14:54
Bandra,80.91,443.47,1102.75,2024-11-25 17:14:59
Kandivali West,439.07,156.53,2467.75,2024-11-25 17:15:04
Vashi,497.65,311.59,4389.7,2024-11-25 17:15:09
Jogeshwari,318.07,308.04,4334.06,2024-11-25 17:15:14
Khar,499.32,292.23,649.37,2024-11-25 17:15:19
Kurla,95.63,273.86,3028.11,2024-11-25 17:15:24
Nariman Point,331.49,431.91,704.43,2024-11-25 17:15:29
Kandivali West,413.11,208.54,1159.63,2024-11-25 17:15:34
Jogeshwari,307.81,128.68,4355.65,2024-11-25 17:15:39
Mahalaxmi,144.0,242.62,3603.52,2024-11-25 17:15:44
Vashi,87.88,369.38,3800.34,2024-11-25 17:15:49
