service,usage,status,timestamp
Electricity,421.31,Non-Operational,2024-11-25 10:07:36
Water,5443.46,Operational,2024-11-25 10:07:41
Water,686.36,Operational,2024-11-25 10:07:46
Electricity,2883.32,Operational,2024-11-25 10:07:51
Waste Management,8953.96,Non-Operational,2024-11-25 10:07:56
Water,4744.93,Non-Operational,2024-11-25 10:08:01
Electricity,2229.16,Partially Operational,2024-11-25 10:08:06
Waste Management,560.6,Partially Operational,2024-11-25 10:08:11
Electricity,7821.66,Non-Operational,2024-11-25 10:08:16
Electricity,9985.51,Operational,2024-11-25 10:08:21
Electricity,9580.13,Operational,2024-11-25 10:08:26
Electricity,1730.18,Partially Operational,2024-11-25 10:08:31
Electricity,8154.45,Partially Operational,2024-11-25 10:08:36
Water,1445.72,Non-Operational,2024-11-25 10:08:41
Water,9228.5,Operational,2024-11-25 10:08:46
Electricity,6786.35,Partially Operational,2024-11-25 10:08:51
Electricity,5053.36,Partially Operational,2024-11-25 10:08:56
Waste Management,9409.01,Partially Operational,2024-11-25 10:09:01
Waste Management,8080.1,Non-Operational,2024-11-25 10:09:06
Waste Management,2283.99,Partially Operational,2024-11-25 10:09:11
Electricity,2792.45,Partially Operational,2024-11-25 10:09:16
Water,467.86,Operational,2024-11-25 10:09:21
Water,6034.1,Partially Operational,2024-11-25 10:09:26
Electricity,1321.08,Non-Operational,2024-11-25 10:09:31
Electricity,4010.28,Operational,2024-11-25 10:09:36
Water,8459.6,Operational,2024-11-25 10:09:41
Waste Management,5221.33,Operational,2024-11-25 10:09:46
Electricity,2533.09,Operational,2024-11-25 10:09:51
Waste Management,3911.48,Partially Operational,2024-11-25 10:09:56
Waste Management,7014.35,Partially Operational,2024-11-25 10:10:01
Waste Management,4638.86,Operational,2024-11-25 10:10:06
Waste Management,2134.06,Partially Operational,2024-11-25 10:10:11
Water,2245.16,Non-Operational,2024-11-25 10:10:17
Waste Management,6944.17,Partially Operational,2024-11-25 10:10:22
Electricity,6385.59,Partially Operational,2024-11-25 10:10:27
Water,2372.73,Non-Operational,2024-11-25 10:10:32
Electricity,9511.64,Non-Operational,2024-11-25 10:10:37
Water,3941.82,Partially Operational,2024-11-25 10:10:42
Water,8041.05,Partially Operational,2024-11-25 10:10:47
Water,1871.62,Non-Operational,2024-11-25 10:10:52
Electricity,8383.86,Non-Operational,2024-11-25 10:10:57
Waste Management,5577.58,Non-Operational,2024-11-25 10:11:02
Electricity,4930.79,Partially Operational,2024-11-25 10:11:07
Waste Management,8458.21,Operational,2024-11-25 10:11:12
Electricity,7610.45,Non-Operational,2024-11-25 10:11:17
Electricity,8380.6,Non-Operational,2024-11-25 10:11:22
Water,8123.98,Operational,2024-11-25 10:11:27
Waste Management,9699.51,Non-Operational,2024-11-25 10:11:32
Waste Management,7354.21,Non-Operational,2024-11-25 10:11:37
Water,3352.07,Non-Operational,2024-11-25 10:11:42
Waste Management,3693.7,Partially Operational,2024-11-25 10:11:47
Water,2605.45,Non-Operational,2024-11-25 10:11:52
Electricity,7050.9,Partially Operational,2024-11-25 10:11:57
Water,7461.28,Partially Operational,2024-11-25 10:12:02
Water,4488.4,Non-Operational,2024-11-25 10:12:07
Water,4139.31,Non-Operational,2024-11-25 10:12:12
Waste Management,9196.04,Non-Operational,2024-11-25 10:12:17
Electricity,3750.46,Non-Operational,2024-11-25 10:12:22
Electricity,2299.66,Partially Operational,2024-11-25 10:12:27
Water,1614.38,Operational,2024-11-25 10:12:32
Electricity,2926.57,Operational,2024-11-25 10:12:37
Water,7276.14,Non-Operational,2024-11-25 10:12:42
Waste Management,5267.29,Non-Operational,2024-11-25 10:12:47
Electricity,1917.47,Partially Operational,2024-11-25 10:12:52
Waste Management,4072.21,Non-Operational,2024-11-25 10:12:57
Waste Management,3339.08,Partially Operational,2024-11-25 10:13:02
Water,8616.91,Partially Operational,2024-11-25 10:13:07
Electricity,9077.51,Operational,2024-11-25 10:13:12
Water,9893.12,Non-Operational,2024-11-25 10:13:17
Waste Management,8806.54,Non-Operational,2024-11-25 10:13:22
Electricity,4869.9,Non-Operational,2024-11-25 10:13:27
Waste Management,5260.23,Non-Operational,2024-11-25 10:13:32
Water,1245.77,Non-Operational,2024-11-25 10:13:38
Electricity,5184.97,Operational,2024-11-25 10:13:43
Waste Management,2059.09,Operational,2024-11-25 10:13:48
Electricity,6930.69,Non-Operational,2024-11-25 10:13:53
Waste Management,5187.95,Non-Operational,2024-11-25 10:13:58
Waste Management,1652.08,Partially Operational,2024-11-25 10:14:03
Water,9546.19,Operational,2024-11-25 10:14:08
Electricity,1981.78,Non-Operational,2024-11-25 10:14:13
Water,9291.47,Operational,2024-11-25 10:14:18
Water,9358.97,Non-Operational,2024-11-25 10:14:23
Electricity,9301.81,Non-Operational,2024-11-25 10:14:28
Electricity,5461.34,Operational,2024-11-25 10:14:33
Water,6351.83,Operational,2024-11-25 10:14:38
Water,607.96,Non-Operational,2024-11-25 10:14:43
Water,9962.84,Operational,2024-11-25 10:14:48
Waste Management,629.28,Partially Operational,2024-11-25 10:14:53
Waste Management,7000.29,Partially Operational,2024-11-25 10:14:58
Waste Management,505.0,Partially Operational,2024-11-25 10:15:03
Electricity,6984.86,Partially Operational,2024-11-25 10:15:08
Waste Management,7522.73,Operational,2024-11-25 10:15:13
Electricity,897.76,Partially Operational,2024-11-25 10:15:18
Waste Management,6703.13,Operational,2024-11-25 10:15:23
Electricity,5590.04,Partially Operational,2024-11-25 10:15:28
Electricity,8007.87,Non-Operational,2024-11-25 10:15:33
Electricity,5412.3,Partially Operational,2024-11-25 10:15:38
Electricity,8590.14,Partially Operational,2024-11-25 10:15:43
Electricity,1885.5,Operational,2024-11-25 10:15:48
Water,6448.61,Partially Operational,2024-11-25 10:15:53
Electricity,2367.5,Operational,2024-11-25 10:15:58
Water,6910.6,Operational,2024-11-25 10:16:03
Electricity,1556.76,Operational,2024-11-25 10:16:08
Water,584.4,Operational,2024-11-25 10:16:13
Waste Management,1161.21,Non-Operational,2024-11-25 10:16:18
Waste Management,1224.31,Partially Operational,2024-11-25 10:16:23
Waste Management,9832.52,Operational,2024-11-25 10:16:28
Water,7318.92,Partially Operational,2024-11-25 10:16:33
Water,9522.35,Partially Operational,2024-11-25 10:16:38
Electricity,9812.36,Non-Operational,2024-11-25 10:16:43
Waste Management,6160.91,Operational,2024-11-25 10:16:48
Electricity,5997.9,Partially Operational,2024-11-25 10:16:53
Water,8155.64,Non-Operational,2024-11-25 10:16:58
Water,4042.27,Operational,2024-11-25 10:17:04
Waste Management,782.98,Partially Operational,2024-11-25 10:17:09
Waste Management,2498.32,Operational,2024-11-25 10:17:14
Water,2728.62,Non-Operational,2024-11-25 10:17:19
Water,335.39,Non-Operational,2024-11-25 10:17:24
Water,2613.54,Non-Operational,2024-11-25 10:17:29
Electricity,9537.18,Operational,2024-11-25 10:17:34
Electricity,772.56,Operational,2024-11-25 10:17:39
Waste Management,5743.22,Partially Operational,2024-11-25 10:17:44
Water,5179.01,Operational,2024-11-25 10:17:49
Waste Management,7728.64,Non-Operational,2024-11-25 10:17:54
Water,5458.23,Partially Operational,2024-11-25 10:18:00
Water,3117.63,Operational,2024-11-25 10:18:05
Waste Management,637.4,Non-Operational,2024-11-25 10:18:10
Waste Management,9783.75,Partially Operational,2024-11-25 10:18:15
Waste Management,164.44,Operational,2024-11-25 10:18:20
Waste Management,836.98,Non-Operational,2024-11-25 10:18:25
Waste Management,528.45,Partially Operational,2024-11-25 10:18:30
Electricity,6500.17,Partially Operational,2024-11-25 10:18:35
Waste Management,4922.63,Non-Operational,2024-11-25 10:18:40
Waste Management,7961.15,Partially Operational,2024-11-25 10:18:45
Waste Management,6326.09,Non-Operational,2024-11-25 10:18:50
Waste Management,9449.59,Non-Operational,2024-11-25 10:18:55
Electricity,1521.94,Non-Operational,2024-11-25 10:19:00
Electricity,1848.33,Operational,2024-11-25 10:19:05
Water,7186.54,Partially Operational,2024-11-25 10:19:10
Water,8776.59,Partially Operational,2024-11-25 10:19:15
Water,8133.82,Partially Operational,2024-11-25 10:19:20
Water,3515.59,Operational,2024-11-25 10:19:25
Water,9575.98,Non-Operational,2024-11-25 10:19:30
Waste Management,5622.42,Partially Operational,2024-11-25 10:19:35
Water,3412.54,Operational,2024-11-25 10:19:40
Waste Management,4910.29,Non-Operational,2024-11-25 10:19:45
Waste Management,9840.93,Non-Operational,2024-11-25 10:19:50
Waste Management,5966.44,Partially Operational,2024-11-25 10:19:55
Electricity,6218.28,Non-Operational,2024-11-25 10:20:00
Waste Management,6786.08,Operational,2024-11-25 10:20:05
Electricity,2224.1,Operational,2024-11-25 10:20:10
Water,5970.4,Non-Operational,2024-11-25 10:20:15
Waste Management,1971.72,Non-Operational,2024-11-25 10:20:20
Waste Management,7569.44,Non-Operational,2024-11-25 10:20:25
Waste Management,4868.82,Partially Operational,2024-11-25 10:20:30
Water,4862.99,Partially Operational,2024-11-25 10:20:35
Waste Management,3521.87,Partially Operational,2024-11-25 10:20:40
Water,5505.27,Non-Operational,2024-11-25 10:20:45
Waste Management,1302.36,Non-Operational,2024-11-25 10:20:50
Water,6291.25,Non-Operational,2024-11-25 10:20:55
Electricity,5643.05,Operational,2024-11-25 10:21:00
Water,7556.53,Operational,2024-11-25 10:21:05
Waste Management,5214.0,Non-Operational,2024-11-25 10:21:10
Water,8173.97,Operational,2024-11-25 10:21:15
Water,2830.58,Partially Operational,2024-11-25 10:21:20
Electricity,1006.65,Partially Operational,2024-11-25 10:21:25
Water,9852.32,Partially Operational,2024-11-25 10:21:30
Electricity,1160.27,Non-Operational,2024-11-25 10:21:35
Water,7861.54,Non-Operational,2024-11-25 10:21:40
Water,5255.34,Non-Operational,2024-11-25 10:21:45
Waste Management,2453.75,Non-Operational,2024-11-25 10:21:50
Water,9255.22,Operational,2024-11-25 10:21:55
Waste Management,310.6,Operational,2024-11-25 10:22:00
Water,8025.35,Non-Operational,2024-11-25 10:22:05
Water,4626.52,Partially Operational,2024-11-25 10:22:10
Electricity,5957.86,Partially Operational,2024-11-25 10:22:15
Water,1230.0,Partially Operational,2024-11-25 10:22:20
Electricity,8353.89,Partially Operational,2024-11-25 10:22:25
Waste Management,4980.94,Non-Operational,2024-11-25 10:22:30
Electricity,8921.85,Non-Operational,2024-11-25 10:22:35
Water,8506.0,Partially Operational,2024-11-25 10:22:40
Water,1750.15,Operational,2024-11-25 10:22:45
Electricity,9601.44,Non-Operational,2024-11-25 10:22:50
Waste Management,3788.31,Non-Operational,2024-11-25 10:22:55
Water,6962.92,Non-Operational,2024-11-25 10:23:00
Water,7400.5,Partially Operational,2024-11-25 10:23:05
Waste Management,1280.3,Partially Operational,2024-11-25 10:23:10
Waste Management,2612.38,Non-Operational,2024-11-25 10:23:15
Electricity,5819.48,Non-Operational,2024-11-25 10:23:20
Waste Management,1934.84,Non-Operational,2024-11-25 10:23:25
Electricity,478.14,Non-Operational,2024-11-25 10:23:30
Waste Management,3727.93,Operational,2024-11-25 10:23:35
Electricity,3630.28,Non-Operational,2024-11-25 10:23:40
Waste Management,7090.01,Operational,2024-11-25 10:23:45
Waste Management,6116.66,Operational,2024-11-25 10:23:50
Water,5899.87,Non-Operational,2024-11-25 10:23:55
Water,4309.83,Partially Operational,2024-11-25 10:24:00
Electricity,2706.22,Partially Operational,2024-11-25 10:24:05
Electricity,4383.9,Partially Operational,2024-11-25 10:24:10
Waste Management,9089.42,Non-Operational,2024-11-25 10:24:15
Waste Management,1998.24,Operational,2024-11-25 10:24:20
Electricity,4836.85,Non-Operational,2024-11-25 10:24:25
Waste Management,2565.64,Partially Operational,2024-11-25 10:24:30
Water,6444.51,Partially Operational,2024-11-25 10:24:35
Water,3290.89,Operational,2024-11-25 10:24:40
Water,8669.67,Operational,2024-11-25 10:24:46
Electricity,1165.73,Partially Operational,2024-11-25 10:24:51
Waste Management,9748.13,Non-Operational,2024-11-25 10:24:56
Waste Management,9874.85,Non-Operational,2024-11-25 10:25:01
Electricity,6539.62,Non-Operational,2024-11-25 10:25:06
Electricity,5589.42,Operational,2024-11-25 10:25:11
Waste Management,3622.81,Operational,2024-11-25 10:25:16
Waste Management,7445.22,Non-Operational,2024-11-25 10:25:21
Electricity,8375.82,Operational,2024-11-25 10:25:26
Electricity,4096.24,Partially Operational,2024-11-25 10:25:31
Waste Management,168.32,Partially Operational,2024-11-25 10:25:36
Water,1521.63,Non-Operational,2024-11-25 10:25:41
Electricity,3052.87,Operational,2024-11-25 10:25:46
Electricity,8374.96,Non-Operational,2024-11-25 10:25:51
Waste Management,3761.27,Operational,2024-11-25 10:25:56
Waste Management,7098.9,Operational,2024-11-25 10:26:01
Waste Management,8621.45,Non-Operational,2024-11-25 10:26:06
Waste Management,141.92,Operational,2024-11-25 10:26:11
Waste Management,4133.6,Operational,2024-11-25 10:26:16
Waste Management,9344.14,Partially Operational,2024-11-25 10:26:21
Water,6685.71,Partially Operational,2024-11-25 10:26:26
Electricity,4300.8,Operational,2024-11-25 10:26:31
Electricity,4715.74,Partially Operational,2024-11-25 10:26:37
Water,4868.3,Operational,2024-11-25 10:26:44
Waste Management,2661.14,Operational,2024-11-25 10:26:49
Electricity,7130.6,Non-Operational,2024-11-25 10:26:55
Electricity,8205.62,Partially Operational,2024-11-25 10:27:00
Waste Management,4397.79,Operational,2024-11-25 10:27:05
Water,5081.95,Non-Operational,2024-11-25 10:27:10
Waste Management,191.18,Operational,2024-11-25 10:27:15
Waste Management,4094.92,Non-Operational,2024-11-25 10:27:20
Water,9418.74,Non-Operational,2024-11-25 10:27:25
Waste Management,1102.79,Partially Operational,2024-11-25 10:27:30
Electricity,7443.36,Non-Operational,2024-11-25 10:27:35
Electricity,6558.87,Non-Operational,2024-11-25 10:27:40
Waste Management,1724.63,Operational,2024-11-25 10:27:45
Electricity,8473.74,Operational,2024-11-25 10:27:50
Water,7623.28,Operational,2024-11-25 10:27:55
Waste Management,566.98,Non-Operational,2024-11-25 10:28:00
Electricity,9753.32,Non-Operational,2024-11-25 10:28:05
Water,2400.64,Operational,2024-11-25 10:28:10
Waste Management,4999.62,Operational,2024-11-25 10:28:15
Waste Management,8908.44,Partially Operational,2024-11-25 10:28:20
Electricity,5999.28,Operational,2024-11-25 10:28:25
Waste Management,694.96,Partially Operational,2024-11-25 10:28:30
Electricity,501.3,Non-Operational,2024-11-25 10:28:35
Electricity,8789.02,Operational,2024-11-25 10:28:40
Waste Management,7431.59,Non-Operational,2024-11-25 10:28:45
Electricity,8265.81,Non-Operational,2024-11-25 10:28:50
Waste Management,9716.36,Partially Operational,2024-11-25 10:28:56
Water,6171.95,Non-Operational,2024-11-25 10:29:01
Waste Management,8688.57,Non-Operational,2024-11-25 10:29:06
Water,3593.63,Non-Operational,2024-11-25 10:29:11
Water,6074.81,Operational,2024-11-25 10:29:16
Waste Management,5873.28,Non-Operational,2024-11-25 10:29:21
Electricity,5949.05,Partially Operational,2024-11-25 10:29:26
Waste Management,8669.85,Operational,2024-11-25 10:29:31
Waste Management,769.29,Non-Operational,2024-11-25 10:29:36
Waste Management,3238.16,Operational,2024-11-25 10:29:41
Water,4567.89,Non-Operational,2024-11-25 10:29:46
Waste Management,8182.5,Non-Operational,2024-11-25 10:29:51
Waste Management,7719.48,Operational,2024-11-25 10:29:56
Waste Management,299.05,Partially Operational,2024-11-25 10:30:01
Electricity,245.15,Operational,2024-11-25 10:30:06
Water,1293.73,Operational,2024-11-25 10:30:12
Electricity,2472.93,Non-Operational,2024-11-25 10:30:17
Water,7945.0,Partially Operational,2024-11-25 10:30:22
Electricity,9735.02,Operational,2024-11-25 10:30:27
Waste Management,6374.5,Operational,2024-11-25 10:30:32
Waste Management,296.05,Non-Operational,2024-11-25 10:30:37
Waste Management,8770.93,Non-Operational,2024-11-25 10:30:42
Water,4136.1,Partially Operational,2024-11-25 10:30:47
Water,2520.92,Non-Operational,2024-11-25 10:30:52
Water,3540.4,Operational,2024-11-25 10:30:57
Waste Management,6200.04,Non-Operational,2024-11-25 10:31:02
Water,2509.97,Partially Operational,2024-11-25 10:31:07
Waste Management,5963.99,Non-Operational,2024-11-25 10:31:12
Electricity,3787.71,Non-Operational,2024-11-25 10:31:17
Water,3535.61,Operational,2024-11-25 10:31:22
Water,2893.64,Non-Operational,2024-11-25 10:31:27
Water,5589.68,Non-Operational,2024-11-25 10:31:32
Water,2259.32,Operational,2024-11-25 10:31:37
Water,4031.38,Operational,2024-11-25 10:31:42
Electricity,799.11,Partially Operational,2024-11-25 10:31:47
Waste Management,6124.33,Non-Operational,2024-11-25 10:31:52
Waste Management,5016.45,Partially Operational,2024-11-25 10:31:57
Electricity,6000.52,Operational,2024-11-25 10:32:02
Electricity,3722.51,Non-Operational,2024-11-25 10:32:07
Waste Management,2368.7,Operational,2024-11-25 10:32:12
Water,1423.53,Partially Operational,2024-11-25 10:32:17
Electricity,8031.96,Non-Operational,2024-11-25 10:32:22
Electricity,8408.68,Partially Operational,2024-11-25 10:32:28
Waste Management,2425.11,Operational,2024-11-25 10:32:33
Water,2273.36,Operational,2024-11-25 10:32:38
Electricity,5784.67,Operational,2024-11-25 10:32:43
