location,temperature,humidity,rainfall,wind_speed,timestamp
Saki Naka,-2.98,58,89.82,7.34,2024-11-25 10:00:29
Thane,4.88,97,171.47,6.28,2024-11-25 10:00:34
Chembur,11.52,95,96.3,12.63,2024-11-25 10:00:39
Bhayandar,18.46,65,167.84,6.96,2024-11-25 10:00:44
Versova,21.56,91,72.41,15.28,2024-11-25 10:00:49
Khar,25.38,24,2.38,4.53,2024-11-25 10:00:54
Matunga,-7.05,61,152.9,11.52,2024-11-25 10:00:59
Colaba,13.18,100,65.72,6.62,2024-11-25 10:01:04
Marine Drive,4.75,78,49.76,8.33,2024-11-25 10:01:09
Kandivali West,29.12,39,62.83,15.14,2024-11-25 10:01:14
Colaba,9.83,50,199.57,3.52,2024-11-25 10:01:20
Bandra,3.1,61,19.77,5.03,2024-11-25 10:01:25
Lower Parel,-0.12,70,36.57,9.84,2024-11-25 10:01:30
Thane,-8.68,77,37.35,6.31,2024-11-25 10:01:35
Santacruz,21.13,33,96.08,14.66,2024-11-25 10:01:40
Colaba,8.53,91,71.44,4.92,2024-11-25 10:01:45
Malad,-4.04,23,177.6,2.54,2024-11-25 10:01:50
Ghatkopar,-7.79,85,94.6,14.4,2024-11-25 10:01:55
Ghatkopar,1.5,83,26.41,4.11,2024-11-25 10:02:00
Lower Parel,39.47,36,183.13,2.67,2024-11-25 10:02:05
Parel,12.08,31,82.9,14.32,2024-11-25 10:02:10
Bhayandar,1.7,37,21.35,12.4,2024-11-25 10:02:15
Jogeshwari,29.0,82,166.6,3.51,2024-11-25 10:02:20
Kurla,35.78,91,145.77,13.55,2024-11-25 10:02:25
Kandivali,34.18,78,57.53,18.37,2024-11-25 10:02:30
Kandivali,4.66,97,5.51,14.04,2024-11-25 10:02:35
Marine Drive,10.93,70,130.52,16.89,2024-11-25 10:02:40
Bandra,29.61,28,87.65,18.8,2024-11-25 10:02:45
Vile Parle,25.57,60,40.09,2.96,2024-11-25 10:02:50
Thane,16.87,22,197.72,1.7,2024-11-25 10:02:55
Santacruz,18.66,64,23.05,4.73,2024-11-25 10:03:00
Worli,-5.06,31,56.67,15.13,2024-11-25 10:03:05
Khar,-1.43,40,122.75,5.0,2024-11-25 10:03:10
Thane,35.28,20,42.58,7.9,2024-11-25 10:03:15
Borivali,13.58,79,147.37,11.25,2024-11-25 10:03:20
Khar,31.4,64,109.34,9.54,2024-11-25 10:03:25
Borivali,-7.02,97,94.52,8.17,2024-11-25 10:03:30
Andheri,25.38,49,143.91,16.84,2024-11-25 10:03:35
Worli,2.03,71,129.45,7.35,2024-11-25 10:03:40
Bandra,37.62,38,77.77,2.54,2024-11-25 10:03:46
Borivali,-5.33,43,14.41,3.02,2024-11-25 10:03:51
Mahalaxmi,7.34,76,103.02,14.53,2024-11-25 10:03:56
Andheri,-3.98,34,21.0,12.68,2024-11-25 10:04:01
Andheri,2.73,82,197.57,2.29,2024-11-25 10:04:06
Jogeshwari,8.62,40,48.21,12.06,2024-11-25 10:04:11
Bandra,7.92,26,102.63,5.11,2024-11-25 10:04:16
Kandivali West,5.11,25,18.19,19.95,2024-11-25 10:04:21
Prabhadevi,32.76,80,29.02,16.66,2024-11-25 10:04:26
Andheri,26.55,88,134.69,7.68,2024-11-25 10:04:31
Ghatkopar,15.35,89,94.07,4.13,2024-11-25 10:04:36
Chembur,7.14,52,49.29,17.53,2024-11-25 10:04:41
Matunga,11.76,32,179.36,13.43,2024-11-25 10:04:46
Khar,-7.63,64,19.43,2.12,2024-11-25 10:04:51
Nariman Point,21.07,24,39.87,9.86,2024-11-25 10:04:56
Andheri,26.45,94,120.3,10.64,2024-11-25 10:05:01
Vashi,39.11,85,195.61,8.27,2024-11-25 10:05:06
Khar,11.72,40,43.09,2.35,2024-11-25 10:05:11
Sion,15.11,69,26.3,17.65,2024-11-25 10:05:16
Nariman Point,3.96,49,142.3,16.27,2024-11-25 10:05:21
Mulund,39.12,85,62.5,3.9,2024-11-25 10:05:26
Chembur,38.24,48,21.85,0.36,2024-11-25 10:05:31
Khar,27.31,93,13.92,14.49,2024-11-25 10:05:36
Kandivali East,-3.77,68,182.74,18.99,2024-11-25 10:05:41
Prabhadevi,13.26,99,127.13,16.94,2024-11-25 10:05:46
Kandivali East,9.84,49,188.61,9.39,2024-11-25 10:05:51
Kandivali,32.8,31,184.38,10.28,2024-11-25 10:05:56
Malad,18.13,59,38.66,19.3,2024-11-25 10:06:01
Borivali,17.82,63,29.06,15.5,2024-11-25 10:06:06
Kurla,28.44,36,189.08,4.79,2024-11-25 10:06:11
Jogeshwari,39.34,24,64.53,18.89,2024-11-25 10:06:16
Colaba,36.11,52,89.6,13.22,2024-11-25 10:06:21
Kurla,30.67,90,127.57,19.55,2024-11-25 10:06:26
Lower Parel,2.16,21,81.06,3.3,2024-11-25 10:06:31
Nariman Point,14.14,67,78.98,5.67,2024-11-25 10:06:36
Vile Parle,-2.69,74,113.65,4.57,2024-11-25 10:06:41
Jogeshwari,-3.58,23,73.33,18.84,2024-11-25 10:06:46
Dadar,9.79,69,38.52,18.54,2024-11-25 10:06:51
Colaba,10.11,85,117.7,7.47,2024-11-25 10:06:56
Kandivali,26.34,98,106.36,17.5,2024-11-25 10:07:01
Worli,4.98,72,186.71,4.25,2024-11-25 10:07:06
Colaba,22.69,47,126.31,8.64,2024-11-25 10:07:11
Kandivali,-2.66,24,5.68,10.8,2024-11-25 10:07:16
Kandivali,35.02,25,15.03,4.6,2024-11-25 10:07:21
Bhayandar,5.03,63,112.34,7.76,2024-11-25 10:07:26
Bandra,10.76,27,79.22,7.65,2024-11-25 10:07:31
Parel,35.72,88,47.68,9.46,2024-11-25 10:07:36
Kandivali East,-5.9,90,78.78,2.97,2024-11-25 10:07:41
Kandivali East,5.05,26,148.28,13.24,2024-11-25 10:07:46
Kurla,-9.15,70,66.68,3.36,2024-11-25 10:07:51
Worli,-5.19,61,115.67,9.34,2024-11-25 10:07:56
Vile Parle,14.48,50,182.22,17.1,2024-11-25 10:08:01
Khar,2.38,43,62.79,6.65,2024-11-25 10:08:06
Jogeshwari,7.5,88,172.82,6.08,2024-11-25 10:08:11
Santacruz,36.06,29,42.12,8.2,2024-11-25 10:08:16
Versova,15.26,72,102.6,8.17,2024-11-25 10:08:21
Khar,2.67,94,98.77,18.41,2024-11-25 10:08:26
Andheri,16.0,51,10.56,10.3,2024-11-25 10:08:31
Matunga,11.33,61,114.31,8.26,2024-11-25 10:08:36
Andheri,24.7,39,61.0,10.51,2024-11-25 10:08:41
Vashi,0.54,58,122.84,0.86,2024-11-25 10:08:46
Parel,16.4,28,53.19,1.0,2024-11-25 10:08:51
Nariman Point,39.6,84,129.41,11.35,2024-11-25 10:08:56
Sion,33.03,46,161.51,5.29,2024-11-25 10:09:01
Chembur,34.82,88,26.21,6.02,2024-11-25 10:09:06
Lower Parel,3.59,38,24.18,9.38,2024-11-25 10:09:11
Nariman Point,-4.89,72,28.75,5.59,2024-11-25 10:09:16
Thane,12.61,36,86.78,1.7,2024-11-25 10:09:21
Vile Parle,29.88,23,176.97,6.68,2024-11-25 10:09:26
Matunga,17.45,65,49.12,13.62,2024-11-25 10:09:31
Andheri,36.28,22,7.43,16.62,2024-11-25 10:09:36
Kurla,-4.3,71,20.15,15.2,2024-11-25 10:09:41
Kandivali West,35.74,88,124.07,14.96,2024-11-25 10:09:46
Prabhadevi,3.45,40,151.56,11.7,2024-11-25 10:09:51
Khar,38.78,20,124.18,9.45,2024-11-25 10:09:56
Matunga,1.27,62,126.97,10.04,2024-11-25 10:10:01
Ghatkopar,24.49,90,22.43,17.2,2024-11-25 10:10:06
Prabhadevi,16.54,71,103.18,12.4,2024-11-25 10:10:11
Dahisar,8.1,70,11.47,16.95,2024-11-25 10:10:16
Bhayandar,15.52,70,27.94,5.96,2024-11-25 10:10:22
Malad,15.6,86,122.77,11.1,2024-11-25 10:10:27
Santacruz,36.43,52,102.8,14.48,2024-11-25 10:10:32
Bhayandar,-2.36,84,94.57,4.68,2024-11-25 10:10:37
Bandra,17.45,45,143.91,10.12,2024-11-25 10:10:42
Thane,26.84,29,166.82,8.1,2024-11-25 10:10:47
Kurla,0.05,20,199.26,19.67,2024-11-25 10:10:52
Kandivali,8.94,99,127.59,11.55,2024-11-25 10:10:57
Dahisar,-0.82,26,188.32,1.02,2024-11-25 10:11:02
Vile Parle,14.77,91,131.08,17.29,2024-11-25 10:11:07
Dahisar,11.51,26,12.72,16.23,2024-11-25 10:11:12
Kurla,-7.4,79,11.03,14.87,2024-11-25 10:11:17
Kandivali,36.52,74,131.29,8.95,2024-11-25 10:11:22
Khar,1.65,94,155.46,12.51,2024-11-25 10:11:27
Kandivali West,3.37,74,108.32,14.06,2024-11-25 10:11:32
Nariman Point,21.96,100,116.37,17.89,2024-11-25 10:11:37
Mulund,-3.24,41,12.3,7.74,2024-11-25 10:11:42
Vashi,3.73,70,127.72,14.19,2024-11-25 10:11:47
Nariman Point,23.93,35,178.45,1.52,2024-11-25 10:11:52
Kandivali West,36.93,43,101.45,16.95,2024-11-25 10:11:57
Prabhadevi,8.28,82,117.21,16.48,2024-11-25 10:12:02
Kandivali,25.89,23,90.02,8.53,2024-11-25 10:12:07
Santacruz,24.83,25,72.02,10.43,2024-11-25 10:12:12
Mahalaxmi,-7.6,49,124.19,9.43,2024-11-25 10:12:17
Kandivali,-7.35,47,192.04,9.88,2024-11-25 10:12:22
Mahalaxmi,20.84,90,96.45,16.48,2024-11-25 10:12:27
Mulund,10.21,78,9.24,1.89,2024-11-25 10:12:32
Thane,36.1,51,45.27,13.52,2024-11-25 10:12:37
Kandivali,39.53,54,164.5,12.39,2024-11-25 10:12:42
Prabhadevi,10.46,68,71.09,17.36,2024-11-25 10:12:47
Mulund,0.58,94,121.17,6.44,2024-11-25 10:12:52
Dadar,22.62,72,175.89,16.98,2024-11-25 10:12:57
Bandra,13.3,70,111.37,8.76,2024-11-25 10:13:02
Vashi,36.93,98,188.48,2.36,2024-11-25 10:13:07
Marine Drive,9.0,75,135.86,19.14,2024-11-25 10:13:12
Saki Naka,12.3,83,30.08,11.52,2024-11-25 10:13:17
Prabhadevi,12.97,74,44.18,14.35,2024-11-25 10:13:22
Colaba,23.1,59,146.68,15.31,2024-11-25 10:13:27
Dahisar,38.39,55,199.08,18.1,2024-11-25 10:13:32
Andheri,-1.63,88,102.45,5.38,2024-11-25 10:13:37
Bandra,7.87,52,18.09,16.95,2024-11-25 10:13:43
Malad,10.96,65,59.17,0.76,2024-11-25 10:13:48
Chembur,9.5,62,101.69,3.37,2024-11-25 10:13:53
Kandivali East,8.65,70,55.52,7.1,2024-11-25 10:13:58
Kandivali,12.41,61,55.91,10.01,2024-11-25 10:14:03
Santacruz,3.56,79,138.02,3.5,2024-11-25 10:14:08
Parel,2.91,89,137.54,5.25,2024-11-25 10:14:13
Ghatkopar,9.2,78,75.07,5.99,2024-11-25 10:14:18
Marine Drive,36.59,33,166.68,0.67,2024-11-25 10:14:23
Dadar,-6.41,65,16.16,1.18,2024-11-25 10:14:28
Colaba,-2.95,79,88.4,9.54,2024-11-25 10:14:33
Santacruz,21.32,37,95.03,16.05,2024-11-25 10:14:38
Versova,14.5,32,112.81,8.03,2024-11-25 10:14:43
Sion,-0.35,57,96.18,2.33,2024-11-25 10:14:48
Dahisar,24.68,38,80.43,11.87,2024-11-25 10:14:53
Ghatkopar,12.51,55,51.32,0.63,2024-11-25 10:14:58
Bhayandar,12.57,100,28.4,3.53,2024-11-25 10:15:03
Malad,27.63,95,157.31,17.62,2024-11-25 10:15:08
Santacruz,16.8,69,45.25,16.75,2024-11-25 10:15:13
Jogeshwari,19.34,83,19.32,2.29,2024-11-25 10:15:18
Vashi,14.8,61,92.58,13.12,2024-11-25 10:15:23
Saki Naka,27.46,78,52.44,14.13,2024-11-25 10:15:28
Mulund,-5.4,37,80.95,0.89,2024-11-25 10:15:33
Dahisar,0.95,85,61.19,9.17,2024-11-25 10:15:38
Santacruz,11.11,90,89.52,10.54,2024-11-25 10:15:43
Sion,8.68,94,129.57,9.17,2024-11-25 10:15:48
Saki Naka,35.53,74,79.01,15.36,2024-11-25 10:15:53
Vile Parle,26.44,46,20.72,17.58,2024-11-25 10:15:58
Kandivali West,20.78,77,181.2,13.71,2024-11-25 10:16:03
Dahisar,9.1,66,137.27,13.62,2024-11-25 10:16:08
Sion,39.89,20,60.19,16.23,2024-11-25 10:16:13
Mulund,27.08,81,138.74,18.96,2024-11-25 10:16:18
Vile Parle,-0.01,100,56.69,13.91,2024-11-25 10:16:23
Dahisar,32.38,83,198.14,2.39,2024-11-25 10:16:28
Andheri,36.37,64,0.02,8.88,2024-11-25 10:16:33
Marine Drive,16.51,91,55.12,14.45,2024-11-25 10:16:38
Sion,16.76,67,68.05,18.38,2024-11-25 10:16:43
Chembur,3.11,33,167.46,4.18,2024-11-25 10:16:48
Prabhadevi,34.13,60,18.49,9.72,2024-11-25 10:16:53
Mahalaxmi,36.3,49,134.83,16.4,2024-11-25 10:16:58
Chembur,28.55,61,124.89,8.96,2024-11-25 10:17:04
Ghatkopar,25.61,97,33.62,10.77,2024-11-25 10:17:09
Matunga,24.79,73,89.72,2.63,2024-11-25 10:17:14
Bhayandar,1.22,64,193.6,19.64,2024-11-25 10:17:19
Borivali,-8.69,96,4.53,15.4,2024-11-25 10:17:24
Bhayandar,-0.58,93,70.0,12.87,2024-11-25 10:17:29
Thane,12.23,48,50.47,15.05,2024-11-25 10:17:34
Mulund,0.01,84,138.76,4.01,2024-11-25 10:17:39
Vashi,28.02,22,178.97,19.58,2024-11-25 10:17:44
Mahalaxmi,36.12,54,97.31,10.42,2024-11-25 10:17:49
Colaba,-6.61,42,78.96,4.97,2024-11-25 10:17:54
Matunga,16.37,45,24.96,2.78,2024-11-25 10:18:00
Jogeshwari,35.44,96,32.55,11.89,2024-11-25 10:18:05
Vashi,-4.44,94,14.15,3.53,2024-11-25 10:18:10
Mulund,0.61,40,196.91,4.86,2024-11-25 10:18:15
Malad,23.76,67,74.04,17.43,2024-11-25 10:18:20
Santacruz,0.62,70,198.85,16.29,2024-11-25 10:18:25
Prabhadevi,37.06,41,108.8,11.01,2024-11-25 10:18:30
Parel,20.67,89,85.38,4.24,2024-11-25 10:18:35
Kandivali,-0.49,57,77.25,2.56,2024-11-25 10:18:40
Nariman Point,26.28,60,0.02,5.65,2024-11-25 10:18:45
Saki Naka,-0.83,64,135.22,15.37,2024-11-25 10:18:50
Thane,2.21,71,27.04,6.37,2024-11-25 10:18:55
Khar,12.09,98,0.87,6.53,2024-11-25 10:19:00
Mahalaxmi,19.77,88,96.49,12.4,2024-11-25 10:19:05
Bandra,16.32,80,115.51,19.92,2024-11-25 10:19:10
Sion,35.49,32,134.0,17.85,2024-11-25 10:19:15
Dadar,2.17,71,102.96,4.84,2024-11-25 10:19:20
Andheri,31.87,62,78.39,10.05,2024-11-25 10:19:25
Borivali,20.51,41,8.96,5.5,2024-11-25 10:19:30
Santacruz,5.95,53,121.53,0.34,2024-11-25 10:19:35
Saki Naka,37.64,57,74.71,11.04,2024-11-25 10:19:40
Mahalaxmi,15.83,22,39.98,16.31,2024-11-25 10:19:45
Sion,31.69,20,7.83,2.08,2024-11-25 10:19:50
Colaba,27.73,32,52.69,4.69,2024-11-25 10:19:55
Bhayandar,16.5,33,99.54,10.33,2024-11-25 10:20:00
Matunga,9.71,55,194.29,10.43,2024-11-25 10:20:05
Khar,2.73,96,122.58,2.19,2024-11-25 10:20:10
Vashi,11.86,43,173.5,4.12,2024-11-25 10:20:15
Dadar,23.77,21,77.23,19.7,2024-11-25 10:20:20
Lower Parel,-2.21,24,83.47,11.07,2024-11-25 10:20:25
Sion,15.76,42,158.05,6.9,2024-11-25 10:20:30
Kurla,17.43,77,11.23,13.3,2024-11-25 10:20:35
Saki Naka,38.16,63,66.1,8.97,2024-11-25 10:20:40
Marine Drive,28.76,63,26.35,16.42,2024-11-25 10:20:45
Kandivali West,6.67,28,151.13,0.24,2024-11-25 10:20:50
Kurla,20.72,44,115.98,14.77,2024-11-25 10:20:55
Dadar,12.38,78,179.97,6.83,2024-11-25 10:21:00
Kandivali East,17.26,77,69.04,18.19,2024-11-25 10:21:05
Khar,26.29,78,133.48,13.58,2024-11-25 10:21:10
Saki Naka,18.82,73,14.53,18.59,2024-11-25 10:21:15
Kurla,30.19,98,109.43,2.44,2024-11-25 10:21:20
Kandivali East,27.59,57,13.14,0.0,2024-11-25 10:21:25
Mulund,33.14,40,80.06,4.75,2024-11-25 10:21:30
Kandivali East,14.69,35,17.53,0.44,2024-11-25 10:21:35
Vile Parle,-0.75,23,187.2,0.75,2024-11-25 10:21:40
Vashi,34.33,94,131.55,6.6,2024-11-25 10:21:45
Kandivali East,34.18,59,22.43,5.33,2024-11-25 10:21:50
Matunga,1.6,61,23.73,11.59,2024-11-25 10:21:55
Borivali,18.22,80,27.67,11.11,2024-11-25 10:22:00
Colaba,14.62,40,142.18,17.54,2024-11-25 10:22:05
Worli,31.75,31,186.26,1.39,2024-11-25 10:22:10
Kandivali,31.32,53,157.74,14.15,2024-11-25 10:22:15
Mulund,22.51,28,174.26,3.16,2024-11-25 10:22:20
Bhayandar,6.59,78,123.09,19.4,2024-11-25 10:22:25
Thane,10.81,53,110.59,13.82,2024-11-25 10:22:30
Chembur,34.4,89,3.44,5.35,2024-11-25 10:22:35
Sion,3.17,66,33.84,17.14,2024-11-25 10:22:40
Chembur,39.85,60,21.93,10.01,2024-11-25 10:22:45
Parel,-1.96,74,137.92,9.64,2024-11-25 10:22:50
Worli,29.25,98,55.97,9.0,2024-11-25 10:22:55
Khar,-0.44,47,46.73,1.38,2024-11-25 10:23:00
Sion,-8.33,40,103.19,0.07,2024-11-25 10:23:05
Jogeshwari,33.31,23,16.96,4.9,2024-11-25 10:23:10
Lower Parel,14.02,69,160.25,16.71,2024-11-25 10:23:15
Versova,12.62,37,161.49,18.62,2024-11-25 10:23:20
Mahalaxmi,22.71,30,116.3,14.82,2024-11-25 10:23:25
Worli,14.89,90,157.89,13.54,2024-11-25 10:23:30
Kurla,22.82,33,120.61,10.86,2024-11-25 10:23:35
Vashi,11.55,33,135.71,3.67,2024-11-25 10:23:40
Versova,-6.38,26,7.82,12.15,2024-11-25 10:23:45
Kandivali West,-9.95,56,195.36,4.78,2024-11-25 10:23:50
Thane,23.02,38,113.38,1.98,2024-11-25 10:23:55
Malad,35.1,91,111.83,17.69,2024-11-25 10:24:00
Ghatkopar,10.13,56,131.99,1.72,2024-11-25 10:24:05
Mahalaxmi,39.23,48,20.35,11.27,2024-11-25 10:24:10
Versova,24.97,54,20.11,13.98,2024-11-25 10:24:15
Mulund,39.87,88,145.94,5.83,2024-11-25 10:24:20
Kandivali West,11.35,91,178.22,11.28,2024-11-25 10:24:25
Malad,17.99,61,192.43,8.24,2024-11-25 10:24:30
Bandra,-3.51,33,73.67,4.8,2024-11-25 10:24:35
Lower Parel,9.84,50,124.49,18.99,2024-11-25 10:24:40
Kandivali,27.08,35,109.88,1.47,2024-11-25 10:24:46
Bhayandar,8.9,96,150.39,11.57,2024-11-25 10:24:51
Dadar,17.81,29,94.35,3.78,2024-11-25 10:24:56
Nariman Point,7.01,71,124.49,15.35,2024-11-25 10:25:01
Kandivali East,21.55,82,61.05,11.18,2024-11-25 10:25:06
Khar,8.2,39,57.12,18.26,2024-11-25 10:25:11
Malad,29.12,39,31.55,10.77,2024-11-25 10:25:16
Kandivali,-6.42,47,194.9,6.1,2024-11-25 10:25:21
Lower Parel,23.97,82,52.88,8.11,2024-11-25 10:25:26
Malad,1.88,89,106.63,15.73,2024-11-25 10:25:31
Kandivali East,0.08,92,122.72,14.7,2024-11-25 10:25:36
Saki Naka,3.27,25,75.84,14.22,2024-11-25 10:25:41
Mulund,5.11,55,51.0,6.77,2024-11-25 10:25:46
Andheri,33.45,24,3.93,15.94,2024-11-25 10:25:51
Matunga,-9.06,38,182.5,13.38,2024-11-25 10:25:56
Sion,14.88,28,133.54,17.27,2024-11-25 10:26:01
Jogeshwari,26.42,64,101.1,6.72,2024-11-25 10:26:06
Mahalaxmi,30.62,60,132.0,11.57,2024-11-25 10:26:11
Kandivali East,15.47,69,89.91,3.81,2024-11-25 10:26:16
Kandivali West,16.15,66,171.4,9.99,2024-11-25 10:26:21
Chembur,14.79,68,163.67,8.55,2024-11-25 10:26:26
Colaba,6.69,48,163.93,1.81,2024-11-25 10:26:31
Matunga,34.53,46,82.24,3.1,2024-11-25 10:26:37
Ghatkopar,35.92,34,79.74,12.55,2024-11-25 10:26:44
Lower Parel,-9.08,75,126.26,13.35,2024-11-25 10:26:49
Santacruz,-7.65,79,176.67,7.95,2024-11-25 10:26:55
Colaba,13.19,35,50.93,8.94,2024-11-25 10:27:00
Mahalaxmi,16.46,21,68.7,8.74,2024-11-25 10:27:05
Mahalaxmi,31.89,39,108.57,4.98,2024-11-25 10:27:10
Dahisar,32.81,41,170.49,14.2,2024-11-25 10:27:15
Chembur,16.33,93,107.21,4.0,2024-11-25 10:27:20
Kandivali West,20.0,84,152.63,8.08,2024-11-25 10:27:25
Parel,34.99,22,167.84,6.68,2024-11-25 10:27:30
Saki Naka,7.3,87,84.67,18.15,2024-11-25 10:27:35
Kandivali,27.76,42,144.92,19.24,2024-11-25 10:27:40
Bandra,-1.32,54,111.73,14.95,2024-11-25 10:27:45
Mulund,35.66,56,91.12,4.75,2024-11-25 10:27:50
Versova,19.39,27,151.69,12.65,2024-11-25 10:27:55
Kandivali,39.35,30,9.77,7.3,2024-11-25 10:28:00
Dadar,29.49,84,185.58,1.39,2024-11-25 10:28:05
Khar,26.74,93,186.8,2.42,2024-11-25 10:28:10
Nariman Point,34.17,41,190.05,6.6,2024-11-25 10:28:15
Vile Parle,4.57,71,137.07,18.04,2024-11-25 10:28:20
Borivali,-8.36,21,106.42,19.8,2024-11-25 10:28:25
Vashi,6.28,77,162.82,1.53,2024-11-25 10:28:30
Lower Parel,36.65,40,112.91,0.11,2024-11-25 10:28:35
Dahisar,0.21,79,160.92,16.88,2024-11-25 10:28:40
Versova,30.72,68,130.1,2.06,2024-11-25 10:28:45
Kandivali East,33.38,66,193.59,6.79,2024-11-25 10:28:50
Saki Naka,15.19,70,110.29,2.15,2024-11-25 10:28:55
Lower Parel,20.26,80,83.79,4.22,2024-11-25 10:29:01
Kandivali,21.05,47,124.44,5.23,2024-11-25 10:29:06
Versova,18.13,82,15.43,11.37,2024-11-25 10:29:11
Chembur,13.24,27,134.28,17.33,2024-11-25 10:29:16
Parel,6.39,31,23.56,2.56,2024-11-25 10:29:21
Worli,6.36,71,120.29,4.26,2024-11-25 10:29:26
Lower Parel,-3.19,81,189.97,16.13,2024-11-25 10:29:31
Prabhadevi,28.59,83,180.69,19.85,2024-11-25 10:29:36
Kurla,7.04,53,79.78,14.05,2024-11-25 10:29:41
Borivali,8.32,99,171.16,16.81,2024-11-25 10:29:46
Andheri,30.72,41,5.76,13.75,2024-11-25 10:29:51
Nariman Point,-3.09,24,140.9,0.24,2024-11-25 10:29:56
Vashi,28.33,99,192.46,3.22,2024-11-25 10:30:01
Versova,5.67,90,69.05,13.42,2024-11-25 10:30:06
Borivali,10.49,37,49.44,19.64,2024-11-25 10:30:12
Kurla,21.38,84,182.44,11.15,2024-11-25 10:30:17
Versova,32.35,68,59.66,7.06,2024-11-25 10:30:22
Matunga,13.11,77,181.36,9.21,2024-11-25 10:30:27
Worli,-1.1,69,136.25,4.75,2024-11-25 10:30:32
Worli,10.51,85,74.69,1.55,2024-11-25 10:30:37
Ghatkopar,14.25,50,196.77,8.7,2024-11-25 10:30:42
Kandivali,39.2,24,81.6,1.37,2024-11-25 10:30:47
Borivali,24.05,64,154.5,4.34,2024-11-25 10:30:52
Lower Parel,-6.99,90,81.52,9.53,2024-11-25 10:30:57
Ghatkopar,21.32,49,35.02,1.03,2024-11-25 10:31:02
Kandivali West,35.57,87,164.71,2.55,2024-11-25 10:31:07
Bhayandar,35.82,22,80.4,17.68,2024-11-25 10:31:12
Vile Parle,28.51,71,108.52,11.61,2024-11-25 10:31:17
Nariman Point,11.42,61,80.05,12.94,2024-11-25 10:31:22
Versova,5.69,75,175.29,6.8,2024-11-25 10:31:27
Matunga,-1.82,43,150.69,19.37,2024-11-25 10:31:32
Santacruz,26.35,92,94.05,0.83,2024-11-25 10:31:37
Borivali,-9.55,47,133.49,19.85,2024-11-25 10:31:42
Khar,24.05,88,48.03,7.82,2024-11-25 10:31:47
Santacruz,8.72,39,150.2,14.45,2024-11-25 10:31:52
Marine Drive,18.99,85,35.62,6.5,2024-11-25 10:31:57
Worli,37.87,41,137.14,0.88,2024-11-25 10:32:02
Versova,-6.78,97,145.98,2.55,2024-11-25 10:32:07
Kandivali,35.71,45,27.1,10.82,2024-11-25 10:32:12
Parel,37.55,40,37.53,17.12,2024-11-25 10:32:17
Bandra,8.82,89,117.23,14.02,2024-11-25 10:32:22
Thane,-9.68,29,151.42,9.44,2024-11-25 10:32:28
Andheri,14.74,52,31.73,11.7,2024-11-25 10:32:33
Borivali,32.31,36,25.58,6.55,2024-11-25 10:32:38
Borivali,7.96,81,146.29,9.25,2024-11-25 10:32:43
Malad,34.83,97,173.73,10.65,2024-11-25 10:32:49
Matunga,4.09,96,190.19,2.69,2024-11-25 10:32:54
Kandivali East,20.17,77,54.28,15.48,2024-11-25 10:32:59
Parel,25.47,38,90.51,15.64,2024-11-25 10:33:04
Chembur,9.32,79,185.84,12.08,2024-11-25 10:33:10
Kandivali East,-2.85,72,7.86,7.59,2024-11-25 10:33:15
Borivali,39.93,62,13.25,3.75,2024-11-25 10:33:20
Khar,7.73,71,113.69,8.43,2024-11-25 10:33:25
Kurla,27.53,43,133.47,18.59,2024-11-25 10:33:30
Malad,26.97,25,119.25,4.34,2024-11-25 10:33:35
Saki Naka,-7.17,52,126.9,8.73,2024-11-25 10:33:40
Kandivali,31.48,83,10.33,10.8,2024-11-25 10:33:45
Mahalaxmi,16.54,75,17.92,19.35,2024-11-25 10:33:50
Borivali,7.36,80,174.19,7.6,2024-11-25 10:33:55
Vile Parle,25.85,93,5.03,3.92,2024-11-25 10:34:00
Jogeshwari,5.95,86,52.47,6.54,2024-11-25 10:34:05
Kandivali,34.33,65,134.01,15.06,2024-11-25 10:34:11
Colaba,6.11,42,186.57,0.07,2024-11-25 10:34:16
Khar,5.69,100,187.09,11.81,2024-11-25 10:34:21
Dahisar,21.63,79,175.92,11.99,2024-11-25 10:34:26
Sion,3.08,29,42.27,0.6,2024-11-25 10:34:31
Mulund,34.61,80,17.17,10.75,2024-11-25 10:34:36
Kandivali,-0.25,97,112.47,11.94,2024-11-25 10:34:41
Kandivali,37.34,22,112.08,16.87,2024-11-25 10:34:46
Worli,8.11,90,18.93,19.41,2024-11-25 10:34:51
Bandra,13.75,21,110.19,1.19,2024-11-25 10:34:56
Worli,5.12,62,16.95,8.91,2024-11-25 10:35:01
Bhayandar,-4.6,31,29.93,0.8,2024-11-25 10:35:06
Marine Drive,12.6,53,64.64,4.93,2024-11-25 10:35:11
Jogeshwari,-1.53,40,38.53,0.29,2024-11-25 10:35:16
Bhayandar,-7.9,63,39.43,12.84,2024-11-25 10:35:21
Khar,-3.49,46,16.54,11.49,2024-11-25 10:35:26
Bhayandar,30.84,76,31.03,15.09,2024-11-25 10:35:31
Kurla,16.21,75,4.75,17.68,2024-11-25 10:35:36
Bhayandar,-8.66,73,16.78,10.16,2024-11-25 10:35:42
Marine Drive,8.97,58,121.81,16.51,2024-11-25 10:35:47
Kandivali East,21.71,50,192.89,5.93,2024-11-25 10:35:52
Chembur,1.94,42,158.59,10.29,2024-11-25 10:35:57
Lower Parel,26.25,28,26.8,4.34,2024-11-25 10:36:02
