location,vehicle_count,average_speed,congestion_level,timestamp
Dahisar,891,58.79,Low,2024-11-25 09:45:48
Nariman Point,326,86.49,Moderate,2024-11-25 09:45:53
Jogeshwari,860,58.16,Low,2024-11-25 09:45:58
Kurla,509,51.14,Moderate,2024-11-25 09:46:03
Marine Drive,376,83.77,Low,2024-11-25 09:46:08
Andheri,905,78.88,Moderate,2024-11-25 09:46:13
Jogeshwari,335,96.74,Low,2024-11-25 09:46:19
Vile Parle,391,72.57,Moderate,2024-11-25 09:46:24
Saki Naka,246,36.08,Moderate,2024-11-25 09:46:29
Chembur,493,28.94,Moderate,2024-11-25 09:46:34
Colaba,467,45.84,Low,2024-11-25 09:46:39
Andheri,639,24.74,High,2024-11-25 09:46:44
Dahisar,238,48.63,Low,2024-11-25 09:46:49
Mulund,300,50.85,Moderate,2024-11-25 09:46:54
Ghatkopar,455,96.19,Moderate,2024-11-25 09:46:59
Malad,771,48.88,High,2024-11-25 09:47:04
Vile Parle,832,22.46,High,2024-11-25 09:47:09
Nariman Point,381,59.23,High,2024-11-25 09:47:14
Thane,197,39.41,High,2024-11-25 09:47:19
Vashi,922,68.94,Low,2024-11-25 09:47:24
Andheri,350,40.75,Low,2024-11-25 09:47:29
Thane,945,31.25,Low,2024-11-25 09:47:34
Ghatkopar,681,81.38,Moderate,2024-11-25 09:47:39
Mahalaxmi,292,54.57,Moderate,2024-11-25 09:47:44
Borivali,248,29.23,High,2024-11-25 09:47:50
Vile Parle,940,53.21,Moderate,2024-11-25 09:47:55
Thane,715,93.23,Moderate,2024-11-25 09:48:00
Colaba,695,58.31,Moderate,2024-11-25 09:48:05
Versova,73,74.96,Moderate,2024-11-25 09:48:10
Ghatkopar,662,90.76,Moderate,2024-11-25 09:48:15
Sion,575,84.87,High,2024-11-25 09:48:20
Nariman Point,489,52.26,Low,2024-11-25 09:48:25
Mahalaxmi,639,60.55,Moderate,2024-11-25 09:48:30
Vile Parle,405,38.57,Low,2024-11-25 09:48:35
Chembur,189,52.69,Low,2024-11-25 09:48:40
Colaba,711,81.28,Moderate,2024-11-25 09:48:45
Ghatkopar,957,95.97,Moderate,2024-11-25 09:48:50
Kandivali West,968,43.24,Low,2024-11-25 09:48:55
Andheri,443,22.09,Low,2024-11-25 09:49:00
Borivali,727,59.12,Moderate,2024-11-25 09:49:05
Borivali,787,80.47,Low,2024-11-25 09:49:10
Dahisar,938,87.68,Low,2024-11-25 09:49:15
Versova,760,42.38,Moderate,2024-11-25 09:49:20
Lower Parel,692,21.86,High,2024-11-25 09:49:25
Kandivali West,764,43.97,High,2024-11-25 09:49:30
Bhayandar,316,23.67,High,2024-11-25 09:49:35
Parel,885,94.09,Low,2024-11-25 09:49:40
Andheri,302,48.43,Low,2024-11-25 09:49:45
Andheri,686,32.95,High,2024-11-25 09:49:50
Khar,502,69.16,Moderate,2024-11-25 09:49:55
Lower Parel,593,24.93,Low,2024-11-25 09:50:00
Chembur,827,47.3,High,2024-11-25 09:50:05
Dahisar,865,76.57,Moderate,2024-11-25 09:50:10
Parel,993,39.96,Moderate,2024-11-25 09:50:15
Santacruz,228,48.33,Low,2024-11-25 09:50:20
Borivali,937,54.29,Low,2024-11-25 09:50:25
Thane,483,80.48,High,2024-11-25 09:50:30
Kurla,812,71.88,Moderate,2024-11-25 09:50:35
Kurla,251,20.81,Moderate,2024-11-25 09:50:40
Bandra,177,70.05,Moderate,2024-11-25 09:50:45
Prabhadevi,924,67.88,Low,2024-11-25 09:50:50
Jogeshwari,649,23.93,High,2024-11-25 09:50:55
Prabhadevi,103,39.98,Low,2024-11-25 09:51:00
Chembur,623,35.34,Moderate,2024-11-25 09:51:05
Bandra,244,93.14,High,2024-11-25 09:51:10
Lower Parel,812,42.06,Moderate,2024-11-25 09:51:15
Chembur,716,33.06,Moderate,2024-11-25 09:51:20
Khar,765,35.92,Low,2024-11-25 09:51:25
Saki Naka,918,44.51,Moderate,2024-11-25 09:51:30
Lower Parel,690,74.86,Low,2024-11-25 09:51:35
Saki Naka,83,84.32,High,2024-11-25 09:51:40
Mulund,959,22.54,High,2024-11-25 09:51:45
Colaba,172,34.53,High,2024-11-25 09:51:50
Jogeshwari,393,54.83,High,2024-11-25 09:51:55
Andheri,833,76.73,Moderate,2024-11-25 09:52:00
Santacruz,872,38.47,Low,2024-11-25 09:52:05
Dadar,913,87.37,High,2024-11-25 09:52:10
Vile Parle,394,38.37,Moderate,2024-11-25 09:52:15
Mahalaxmi,584,50.57,Moderate,2024-11-25 09:52:20
Bhayandar,824,57.61,Moderate,2024-11-25 09:52:25
Ghatkopar,315,44.32,Moderate,2024-11-25 09:52:30
Worli,267,22.0,High,2024-11-25 09:52:35
Jogeshwari,236,74.38,High,2024-11-25 09:52:40
Worli,315,52.98,Moderate,2024-11-25 09:52:45
Chembur,882,43.65,High,2024-11-25 09:52:50
Chembur,922,33.44,High,2024-11-25 09:52:55
Mahalaxmi,248,27.06,Moderate,2024-11-25 09:53:00
Borivali,280,71.75,Low,2024-11-25 09:53:05
Jogeshwari,335,37.64,Moderate,2024-11-25 09:53:10
Prabhadevi,512,60.54,High,2024-11-25 09:53:15
Mahalaxmi,706,81.75,High,2024-11-25 09:53:20
Versova,995,46.65,Low,2024-11-25 09:53:25
Dadar,986,92.05,Low,2024-11-25 09:53:30
Chembur,509,49.22,Low,2024-11-25 09:53:36
Vashi,792,97.88,High,2024-11-25 09:53:41
Nariman Point,945,75.48,Moderate,2024-11-25 09:53:46
Jogeshwari,967,40.09,High,2024-11-25 09:53:51
Kandivali West,682,79.68,High,2024-11-25 09:53:56
Versova,438,82.28,Low,2024-11-25 09:54:01
Vashi,131,21.55,Low,2024-11-25 09:54:06
Thane,366,60.13,High,2024-11-25 09:54:11
Lower Parel,681,70.88,Moderate,2024-11-25 09:54:16
Thane,881,43.76,High,2024-11-25 09:54:21
Vashi,718,83.28,Moderate,2024-11-25 09:54:26
Kandivali,729,91.53,High,2024-11-25 09:54:31
Worli,940,66.07,High,2024-11-25 09:54:36
Mahalaxmi,824,95.16,Low,2024-11-25 09:54:41
Ghatkopar,481,84.25,Low,2024-11-25 09:54:46
Prabhadevi,598,76.71,Low,2024-11-25 09:54:51
Mahalaxmi,265,88.37,Low,2024-11-25 09:54:56
Jogeshwari,882,43.54,Moderate,2024-11-25 09:55:01
Jogeshwari,984,83.26,Moderate,2024-11-25 09:55:06
Saki Naka,788,32.94,Low,2024-11-25 09:55:11
Kandivali East,487,26.98,Low,2024-11-25 09:55:16
Sion,588,88.57,Moderate,2024-11-25 09:55:21
Kandivali West,599,27.56,High,2024-11-25 09:55:26
Worli,97,78.46,Moderate,2024-11-25 09:55:31
Lower Parel,444,36.83,High,2024-11-25 09:55:36
Nariman Point,214,79.63,Moderate,2024-11-25 09:55:41
Bhayandar,338,30.4,Low,2024-11-25 09:55:46
Khar,940,67.88,Moderate,2024-11-25 09:55:51
Worli,852,30.6,Moderate,2024-11-25 09:55:56
Kurla,971,36.03,Low,2024-11-25 09:56:02
Chembur,923,31.37,High,2024-11-25 09:56:07
Mulund,262,86.34,Low,2024-11-25 09:56:12
Worli,877,54.06,High,2024-11-25 09:56:17
Lower Parel,699,51.38,Moderate,2024-11-25 09:56:22
Saki Naka,485,80.01,Moderate,2024-11-25 09:56:27
Jogeshwari,452,84.09,Moderate,2024-11-25 09:56:32
Versova,962,96.9,Low,2024-11-25 09:56:37
Mulund,555,49.21,Moderate,2024-11-25 09:56:42
Vile Parle,376,31.25,Low,2024-11-25 09:56:47
Kandivali West,157,35.18,High,2024-11-25 09:56:52
Versova,832,27.27,Low,2024-11-25 09:56:57
Vile Parle,489,33.14,Moderate,2024-11-25 09:57:03
Prabhadevi,321,93.27,High,2024-11-25 09:57:08
Bhayandar,866,75.1,High,2024-11-25 09:57:13
Marine Drive,138,96.65,High,2024-11-25 09:57:18
Dadar,115,72.92,High,2024-11-25 09:57:23
Parel,235,43.45,High,2024-11-25 09:57:28
Dadar,553,42.55,Low,2024-11-25 09:57:33
Nariman Point,754,29.15,Low,2024-11-25 09:57:38
Sion,425,61.58,Moderate,2024-11-25 09:57:43
Marine Drive,780,33.29,High,2024-11-25 09:57:48
Mahalaxmi,496,50.84,Low,2024-11-25 09:57:53
Lower Parel,434,74.31,Moderate,2024-11-25 09:57:58
Sion,699,23.59,High,2024-11-25 09:58:03
Thane,898,65.99,Low,2024-11-25 09:58:08
Marine Drive,465,75.08,Moderate,2024-11-25 09:58:13
Khar,925,76.87,Low,2024-11-25 09:58:18
Khar,971,84.59,Moderate,2024-11-25 09:58:23
Kandivali West,387,98.31,High,2024-11-25 09:58:28
Bhayandar,232,79.2,High,2024-11-25 09:58:33
Kandivali,399,59.67,High,2024-11-25 09:58:38
Colaba,809,20.93,Low,2024-11-25 09:58:43
Kandivali East,942,45.37,High,2024-11-25 09:58:48
Khar,61,23.43,Moderate,2024-11-25 09:58:53
Borivali,397,65.37,High,2024-11-25 09:58:58
Borivali,675,87.88,Moderate,2024-11-25 09:59:03
Parel,798,25.7,High,2024-11-25 09:59:08
Vashi,412,89.85,Moderate,2024-11-25 09:59:13
Kandivali West,217,47.0,Low,2024-11-25 09:59:18
Parel,780,84.18,High,2024-11-25 09:59:23
Mahalaxmi,747,83.43,Moderate,2024-11-25 09:59:28
Chembur,251,97.07,Moderate,2024-11-25 09:59:33
Chembur,885,41.98,High,2024-11-25 09:59:38
Sion,528,81.08,High,2024-11-25 09:59:44
Santacruz,777,34.61,High,2024-11-25 09:59:49
Sion,312,80.33,Low,2024-11-25 09:59:54
Kandivali,258,69.41,High,2024-11-25 09:59:59
Borivali,755,61.53,Low,2024-11-25 10:00:04
Malad,636,66.13,Low,2024-11-25 10:00:09
Vile Parle,944,95.39,Moderate,2024-11-25 10:00:14
Khar,842,78.92,Low,2024-11-25 10:00:19
Nariman Point,761,52.97,High,2024-11-25 10:00:24
Santacruz,779,73.21,High,2024-11-25 10:00:29
Bhayandar,815,90.7,High,2024-11-25 10:00:34
Malad,643,54.99,High,2024-11-25 10:00:39
Ghatkopar,926,22.68,Low,2024-11-25 10:00:44
Ghatkopar,415,78.99,Moderate,2024-11-25 10:00:49
Lower Parel,977,87.23,Low,2024-11-25 10:00:54
Versova,968,75.9,Moderate,2024-11-25 10:00:59
Chembur,881,52.5,Moderate,2024-11-25 10:01:04
Khar,746,63.47,Low,2024-11-25 10:01:09
Santacruz,881,53.62,Moderate,2024-11-25 10:01:14
Parel,614,22.67,High,2024-11-25 10:01:20
Kandivali East,500,20.56,Low,2024-11-25 10:01:25
Andheri,641,84.5,High,2024-11-25 10:01:30
Nariman Point,279,85.6,Moderate,2024-11-25 10:01:35
Kandivali West,833,69.29,Moderate,2024-11-25 10:01:40
Mulund,507,63.8,High,2024-11-25 10:01:45
Mahalaxmi,459,94.72,Moderate,2024-11-25 10:01:50
Dadar,812,46.1,Low,2024-11-25 10:01:55
Santacruz,76,40.31,Moderate,2024-11-25 10:02:00
Malad,575,27.58,Low,2024-11-25 10:02:05
Dahisar,391,32.62,High,2024-11-25 10:02:10
Kurla,942,84.05,Low,2024-11-25 10:02:15
Kurla,817,56.46,Low,2024-11-25 10:02:20
Jogeshwari,115,76.5,Low,2024-11-25 10:02:25
Matunga,261,71.3,Moderate,2024-11-25 10:02:30
Santacruz,288,28.99,Low,2024-11-25 10:02:35
Prabhadevi,141,94.89,Low,2024-11-25 10:02:40
Mulund,61,98.82,Moderate,2024-11-25 10:02:45
Worli,230,29.76,Low,2024-11-25 10:02:50
Marine Drive,707,85.11,Low,2024-11-25 10:02:55
Mahalaxmi,740,76.32,Low,2024-11-25 10:03:00
Khar,99,32.63,High,2024-11-25 10:03:05
Saki Naka,631,61.03,High,2024-11-25 10:03:10
Prabhadevi,839,48.8,Low,2024-11-25 10:03:15
Kandivali West,652,66.79,Moderate,2024-11-25 10:03:20
Dahisar,353,85.62,High,2024-11-25 10:03:25
Khar,710,55.0,Low,2024-11-25 10:03:30
Thane,309,82.33,High,2024-11-25 10:03:35
Santacruz,352,98.96,High,2024-11-25 10:03:40
Parel,187,30.49,High,2024-11-25 10:03:46
Mahalaxmi,141,31.27,Moderate,2024-11-25 10:03:51
Parel,98,67.13,Moderate,2024-11-25 10:03:56
Borivali,52,94.42,High,2024-11-25 10:04:01
Santacruz,861,61.28,Low,2024-11-25 10:04:06
Kurla,171,92.31,High,2024-11-25 10:04:11
Worli,408,70.53,Moderate,2024-11-25 10:04:16
Jogeshwari,248,65.83,High,2024-11-25 10:04:21
Mahalaxmi,139,69.47,High,2024-11-25 10:04:26
Lower Parel,661,40.4,Low,2024-11-25 10:04:31
Nariman Point,637,98.33,Low,2024-11-25 10:04:36
Santacruz,373,93.84,High,2024-11-25 10:04:41
Mulund,668,98.04,Low,2024-11-25 10:04:46
Marine Drive,926,88.63,Moderate,2024-11-25 10:04:51
Mahalaxmi,407,95.03,Low,2024-11-25 10:04:56
Kurla,172,46.96,Moderate,2024-11-25 10:05:01
Chembur,933,21.11,Moderate,2024-11-25 10:05:06
Marine Drive,505,81.77,High,2024-11-25 10:05:11
Kandivali East,442,40.8,Moderate,2024-11-25 10:05:16
Parel,436,65.15,Moderate,2024-11-25 10:05:21
Chembur,828,59.76,Moderate,2024-11-25 10:05:26
Worli,262,98.45,Moderate,2024-11-25 10:05:31
Matunga,162,83.33,Moderate,2024-11-25 10:05:36
Borivali,251,81.8,Low,2024-11-25 10:05:41
Vashi,1000,79.28,Low,2024-11-25 10:05:46
Kandivali East,136,22.5,High,2024-11-25 10:05:51
Worli,746,27.08,High,2024-11-25 10:05:56
Thane,630,82.59,Low,2024-11-25 10:06:01
Ghatkopar,54,95.77,Moderate,2024-11-25 10:06:06
Marine Drive,966,68.78,Moderate,2024-11-25 10:06:11
Kurla,169,86.99,High,2024-11-25 10:06:16
Mahalaxmi,885,53.69,Moderate,2024-11-25 10:06:21
Malad,835,88.58,Low,2024-11-25 10:06:26
Nariman Point,760,23.07,Moderate,2024-11-25 10:06:31
Chembur,186,99.17,Low,2024-11-25 10:06:36
Kandivali East,168,30.62,Moderate,2024-11-25 10:06:41
Dahisar,306,27.23,Low,2024-11-25 10:06:46
Saki Naka,507,82.09,High,2024-11-25 10:06:51
Versova,483,57.54,Low,2024-11-25 10:06:56
Matunga,201,73.6,Low,2024-11-25 10:07:01
Worli,416,29.05,Low,2024-11-25 10:07:06
Borivali,448,75.43,Moderate,2024-11-25 10:07:11
Dahisar,284,29.12,Moderate,2024-11-25 10:07:16
Bhayandar,806,56.92,High,2024-11-25 10:07:21
Mahalaxmi,458,93.39,Low,2024-11-25 10:07:26
Nariman Point,968,33.31,High,2024-11-25 10:07:31
Marine Drive,996,40.95,Moderate,2024-11-25 10:07:36
Nariman Point,323,63.1,Moderate,2024-11-25 10:07:41
Khar,645,49.51,High,2024-11-25 10:07:46
Marine Drive,131,50.13,Low,2024-11-25 10:07:51
Malad,460,39.64,Low,2024-11-25 10:07:56
Santacruz,293,31.81,Low,2024-11-25 10:08:01
Malad,166,62.89,Low,2024-11-25 10:08:06
Bhayandar,808,92.72,Low,2024-11-25 10:08:11
Bandra,616,53.06,High,2024-11-25 10:08:16
Mahalaxmi,142,54.39,High,2024-11-25 10:08:21
Andheri,733,69.03,Moderate,2024-11-25 10:08:26
Kandivali,175,78.65,Low,2024-11-25 10:08:31
Kandivali East,444,73.17,Moderate,2024-11-25 10:08:36
Mahalaxmi,543,97.27,Low,2024-11-25 10:08:41
Santacruz,531,72.58,Moderate,2024-11-25 10:08:46
Lower Parel,459,60.64,High,2024-11-25 10:08:51
Dadar,278,46.63,Low,2024-11-25 10:08:56
Kandivali East,513,38.91,Low,2024-11-25 10:09:01
Lower Parel,169,97.27,Moderate,2024-11-25 10:09:06
Nariman Point,593,71.96,High,2024-11-25 10:09:11
Prabhadevi,399,80.68,Low,2024-11-25 10:09:16
Nariman Point,294,66.93,Moderate,2024-11-25 10:09:21
Vile Parle,944,79.73,High,2024-11-25 10:09:26
Malad,554,65.88,High,2024-11-25 10:09:31
Matunga,496,34.05,Moderate,2024-11-25 10:09:36
Parel,274,79.28,Low,2024-11-25 10:09:41
Parel,507,73.04,Low,2024-11-25 10:09:46
Khar,754,46.76,Moderate,2024-11-25 10:09:51
Bandra,937,81.94,Low,2024-11-25 10:09:56
Bandra,742,83.98,Moderate,2024-11-25 10:10:01
Dahisar,191,23.51,High,2024-11-25 10:10:06
Malad,678,21.44,High,2024-11-25 10:10:11
Mulund,684,30.18,Moderate,2024-11-25 10:10:16
Kandivali East,469,23.6,Low,2024-11-25 10:10:22
Kandivali,692,20.61,Low,2024-11-25 10:10:27
Prabhadevi,199,25.64,High,2024-11-25 10:10:32
Worli,350,24.75,High,2024-11-25 10:10:37
Bhayandar,172,24.16,High,2024-11-25 10:10:42
Bhayandar,323,82.28,Moderate,2024-11-25 10:10:47
Sion,621,27.9,High,2024-11-25 10:10:52
Matunga,917,98.87,High,2024-11-25 10:10:57
Ghatkopar,448,47.56,Moderate,2024-11-25 10:11:02
Colaba,118,35.74,Low,2024-11-25 10:11:07
Vashi,500,44.05,High,2024-11-25 10:11:12
Andheri,164,83.98,High,2024-11-25 10:11:17
Lower Parel,493,54.83,Low,2024-11-25 10:11:22
Lower Parel,67,91.35,High,2024-11-25 10:11:27
Versova,234,51.76,Moderate,2024-11-25 10:11:32
Santacruz,696,64.29,Moderate,2024-11-25 10:11:37
Bhayandar,214,26.67,Moderate,2024-11-25 10:11:42
Colaba,593,93.41,Low,2024-11-25 10:11:47
Thane,74,97.56,High,2024-11-25 10:11:52
Bhayandar,442,75.67,High,2024-11-25 10:11:57
Kandivali,552,26.84,Moderate,2024-11-25 10:12:02
Andheri,639,30.57,Moderate,2024-11-25 10:12:07
Kurla,479,41.28,Low,2024-11-25 10:12:12
Bandra,386,23.21,High,2024-11-25 10:12:17
Mahalaxmi,161,54.17,Moderate,2024-11-25 10:12:22
Mahalaxmi,619,60.36,Low,2024-11-25 10:12:27
Versova,417,55.3,Moderate,2024-11-25 10:12:32
Kandivali West,768,27.13,High,2024-11-25 10:12:37
Dahisar,205,24.72,High,2024-11-25 10:12:42
Thane,465,39.37,Moderate,2024-11-25 10:12:47
Vile Parle,622,54.6,Moderate,2024-11-25 10:12:52
Prabhadevi,928,88.33,High,2024-11-25 10:12:57
Kandivali West,343,21.94,Low,2024-11-25 10:13:02
Matunga,320,23.53,High,2024-11-25 10:13:07
Dahisar,535,58.86,Moderate,2024-11-25 10:13:12
Worli,917,78.04,High,2024-11-25 10:13:17
Colaba,888,97.48,Low,2024-11-25 10:13:22
Santacruz,934,33.22,High,2024-11-25 10:13:27
Mulund,673,71.71,High,2024-11-25 10:13:32
Dahisar,460,46.1,Moderate,2024-11-25 10:13:37
Ghatkopar,239,72.58,Low,2024-11-25 10:13:43
Parel,705,80.77,Moderate,2024-11-25 10:13:48
Chembur,696,73.92,Moderate,2024-11-25 10:13:53
Prabhadevi,942,81.41,Low,2024-11-25 10:13:58
Matunga,681,25.46,High,2024-11-25 10:14:03
Dahisar,59,28.46,Low,2024-11-25 10:14:08
Mulund,55,71.36,High,2024-11-25 10:14:13
Thane,423,26.16,Moderate,2024-11-25 10:14:18
Sion,522,58.78,Low,2024-11-25 10:14:23
Andheri,640,54.79,Low,2024-11-25 10:14:28
Dadar,147,20.34,Moderate,2024-11-25 10:14:33
Dahisar,549,41.74,Moderate,2024-11-25 10:14:38
Malad,726,27.58,Moderate,2024-11-25 10:14:43
Sion,230,57.82,Moderate,2024-11-25 10:14:48
Khar,404,47.49,Moderate,2024-11-25 10:14:53
Prabhadevi,377,74.44,Low,2024-11-25 10:14:58
Worli,584,61.13,High,2024-11-25 10:15:03
Bandra,269,30.47,High,2024-11-25 10:15:08
Bandra,691,46.11,Low,2024-11-25 10:15:13
Ghatkopar,431,77.45,Low,2024-11-25 10:15:18
Vile Parle,445,99.95,Low,2024-11-25 10:15:23
Andheri,555,55.6,Moderate,2024-11-25 10:15:28
Andheri,291,55.92,Low,2024-11-25 10:15:33
Vile Parle,650,71.73,Moderate,2024-11-25 10:15:38
Chembur,452,77.24,Moderate,2024-11-25 10:15:43
Mahalaxmi,153,62.0,Moderate,2024-11-25 10:15:48
Ghatkopar,220,63.72,High,2024-11-25 10:15:53
Matunga,176,41.08,Moderate,2024-11-25 10:15:58
Khar,932,75.92,Moderate,2024-11-25 10:16:03
Versova,823,27.73,Moderate,2024-11-25 10:16:08
Khar,786,22.69,Moderate,2024-11-25 10:16:13
Parel,293,28.61,Moderate,2024-11-25 10:16:18
Khar,563,62.22,High,2024-11-25 10:16:23
Bandra,128,24.27,High,2024-11-25 10:16:28
Vashi,589,39.96,High,2024-11-25 10:16:33
Andheri,483,77.73,Low,2024-11-25 10:16:38
Mahalaxmi,568,39.17,Low,2024-11-25 10:16:43
Kandivali,693,73.7,Low,2024-11-25 10:16:48
Bhayandar,90,51.67,High,2024-11-25 10:16:53
Kandivali West,681,83.29,High,2024-11-25 10:16:58
Bhayandar,424,75.27,Moderate,2024-11-25 10:17:04
Dahisar,487,94.93,Moderate,2024-11-25 10:17:09
Santacruz,183,57.24,Moderate,2024-11-25 10:17:14
Colaba,92,26.0,Low,2024-11-25 10:17:19
Prabhadevi,414,74.42,High,2024-11-25 10:17:24
Nariman Point,70,48.28,High,2024-11-25 10:17:29
Thane,803,34.4,Moderate,2024-11-25 10:17:34
Bandra,455,63.65,High,2024-11-25 10:17:39
Prabhadevi,687,20.22,Moderate,2024-11-25 10:17:44
Nariman Point,280,64.02,Low,2024-11-25 10:17:49
Versova,171,66.31,High,2024-11-25 10:17:54
Matunga,263,24.86,Moderate,2024-11-25 10:18:00
Khar,902,66.85,Moderate,2024-11-25 10:18:05
Santacruz,631,92.53,Moderate,2024-11-25 10:18:10
Prabhadevi,906,67.9,High,2024-11-25 10:18:15
Vile Parle,205,52.49,High,2024-11-25 10:18:20
Khar,859,22.29,Moderate,2024-11-25 10:18:25
Kandivali,661,82.56,Moderate,2024-11-25 10:18:30
Chembur,965,36.96,Low,2024-11-25 10:18:35
Kandivali,930,48.05,Low,2024-11-25 10:18:40
Kurla,68,84.57,High,2024-11-25 10:18:45
Jogeshwari,64,91.17,Low,2024-11-25 10:18:50
Kandivali West,414,81.97,Moderate,2024-11-25 10:18:55
Colaba,247,29.46,Moderate,2024-11-25 10:19:00
Mahalaxmi,261,70.01,High,2024-11-25 10:19:05
Chembur,603,76.2,Moderate,2024-11-25 10:19:10
Santacruz,899,69.88,High,2024-11-25 10:19:15
Kandivali East,730,68.68,Low,2024-11-25 10:19:20
Saki Naka,158,45.34,Moderate,2024-11-25 10:19:25
Ghatkopar,237,92.35,Low,2024-11-25 10:19:30
Thane,772,71.19,High,2024-11-25 10:19:35
Nariman Point,963,90.32,High,2024-11-25 10:19:40
Mahalaxmi,983,62.31,Moderate,2024-11-25 10:19:45
Bandra,772,47.53,Low,2024-11-25 10:19:50
Kandivali East,935,74.75,Moderate,2024-11-25 10:19:55
Nariman Point,879,50.57,Moderate,2024-11-25 10:20:00
Nariman Point,823,36.71,Moderate,2024-11-25 10:20:05
Colaba,699,56.41,Low,2024-11-25 10:20:10
Jogeshwari,711,69.04,Moderate,2024-11-25 10:20:15
Dadar,125,23.91,Low,2024-11-25 10:20:20
Thane,208,99.18,Moderate,2024-11-25 10:20:25
Kurla,699,27.83,Low,2024-11-25 10:20:30
Kandivali East,315,82.13,Low,2024-11-25 10:20:35
Prabhadevi,535,89.35,Low,2024-11-25 10:20:40
Khar,882,31.53,Moderate,2024-11-25 10:20:45
Versova,931,43.14,High,2024-11-25 10:20:50
Dahisar,788,95.37,Moderate,2024-11-25 10:20:55
Jogeshwari,336,62.92,High,2024-11-25 10:21:00
Colaba,727,40.95,Moderate,2024-11-25 10:21:05
Colaba,70,86.11,High,2024-11-25 10:21:10
Jogeshwari,135,83.76,Low,2024-11-25 10:21:15
Vashi,339,99.59,Moderate,2024-11-25 10:21:20
Dadar,111,80.76,High,2024-11-25 10:21:25
Prabhadevi,233,92.68,Low,2024-11-25 10:21:30
Worli,835,26.64,Moderate,2024-11-25 10:21:35
Versova,923,90.11,High,2024-11-25 10:21:40
Santacruz,126,82.89,Low,2024-11-25 10:21:45
Kandivali East,115,29.29,Low,2024-11-25 10:21:50
Parel,512,98.67,High,2024-11-25 10:21:55
Prabhadevi,624,43.19,Low,2024-11-25 10:22:00
Chembur,880,77.51,High,2024-11-25 10:22:05
Khar,504,64.89,Low,2024-11-25 10:22:10
Kandivali,685,98.63,High,2024-11-25 10:22:15
Chembur,964,64.64,High,2024-11-25 10:22:20
Kandivali West,51,51.22,High,2024-11-25 10:22:25
Borivali,489,31.84,Moderate,2024-11-25 10:22:30
Sion,908,62.46,Moderate,2024-11-25 10:22:35
Matunga,673,82.31,Moderate,2024-11-25 10:22:40
Jogeshwari,878,71.01,Low,2024-11-25 10:22:45
Andheri,477,81.39,Moderate,2024-11-25 10:22:50
Khar,891,27.8,Moderate,2024-11-25 10:22:55
Matunga,245,30.29,High,2024-11-25 10:23:00
Dahisar,403,69.22,Moderate,2024-11-25 10:23:05
Kandivali West,397,82.83,High,2024-11-25 10:23:10
Ghatkopar,617,88.95,Moderate,2024-11-25 10:23:15
Ghatkopar,583,96.23,High,2024-11-25 10:23:20
Chembur,519,77.49,Low,2024-11-25 10:23:25
Kandivali,678,62.63,Moderate,2024-11-25 10:23:30
Borivali,962,78.44,Low,2024-11-25 10:23:35
Nariman Point,372,95.76,High,2024-11-25 10:23:40
Mulund,251,97.07,High,2024-11-25 10:23:45
Kandivali,898,86.68,Moderate,2024-11-25 10:23:50
Colaba,785,27.08,Moderate,2024-11-25 10:23:55
Marine Drive,790,35.52,Moderate,2024-11-25 10:24:00
Nariman Point,449,91.4,High,2024-11-25 10:24:05
Andheri,242,60.15,High,2024-11-25 10:24:10
Bhayandar,591,56.41,Moderate,2024-11-25 10:24:15
Thane,788,27.3,High,2024-11-25 10:24:20
Mulund,276,94.59,Moderate,2024-11-25 10:24:25
Lower Parel,718,86.97,Low,2024-11-25 10:24:30
Colaba,980,68.8,Moderate,2024-11-25 10:24:35
Versova,799,63.14,High,2024-11-25 10:24:40
Worli,837,54.08,High,2024-11-25 10:24:46
Ghatkopar,619,78.55,Moderate,2024-11-25 10:24:51
Lower Parel,780,64.36,High,2024-11-25 10:24:56
Kandivali West,367,95.3,Low,2024-11-25 10:25:01
Kandivali East,665,87.03,High,2024-11-25 10:25:06
Versova,774,80.81,Moderate,2024-11-25 10:25:11
Sion,258,86.4,Moderate,2024-11-25 10:25:16
Matunga,689,38.2,Moderate,2024-11-25 10:25:21
Jogeshwari,211,30.17,High,2024-11-25 10:25:26
Khar,822,24.13,Low,2024-11-25 10:25:31
Bandra,444,78.82,Moderate,2024-11-25 10:25:36
Dadar,81,77.28,Low,2024-11-25 10:25:41
Vile Parle,720,48.19,Low,2024-11-25 10:25:46
Saki Naka,297,61.96,High,2024-11-25 10:25:51
Vile Parle,173,40.39,High,2024-11-25 10:25:56
Colaba,981,76.32,Low,2024-11-25 10:26:01
Prabhadevi,370,22.83,Moderate,2024-11-25 10:26:06
Colaba,561,73.88,Low,2024-11-25 10:26:11
